State,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceTypeID,PollingPlaceNm,PremisesNm,PremisesAddress1,PremisesAddress2,PremisesAddress3,PremisesSuburb,PremisesStateAb,PremisesPostCode,Latitude,Longitude
VIC,226,McEwen,92669,1,Mernda Central (McEwen),Mernda Central College,70 Breadalbane Ave,NA,NA,MERNDA,VIC,3754,-37.6039419,145.0879353
VIC,226,McEwen,92670,1,Mernda Park (McEwen),Mernda Park Primary School,40 Riverdale Blvd,NA,NA,MERNDA,VIC,3754,-37.6144317,145.0959081
VIC,226,McEwen,83324,1,Mernda South (McEwen),St Joseph's Catholic Primary School,44 Mernda Village Dr,NA,NA,MERNDA,VIC,3754,-37.5948103,145.0903898
VIC,226,McEwen,97522,5,Mill Park MCEWEN PPVC,Macedonian Orthodox Church St Petka,281-285 Plenty Rd,NA,NA,MILL PARK,VIC,3082,-37.674666,145.069976
VIC,226,McEwen,3313,1,Mount Macedon,Mount Macedon Primary School,641 Mount Macedon Rd,NA,NA,MOUNT MACEDON,VIC,3441,-37.4051,144.583
VIC,226,McEwen,92671,1,Mount Ridley North (McEwen),Hume Anglican Grammar School,100 Mt Ridley Rd,NA,NA,MICKLEHAM,VIC,3064,-37.568424,144.9319885
VIC,226,McEwen,3317,1,New Gisborne,New Gisborne Primary School,239 Station St,NA,NA,NEW GISBORNE,VIC,3438,-37.4624,144.596
VIC,226,McEwen,3395,1,Panton Hill,Panton Hill Primary School,585 Kangaroo Grnd-St Andrews Rd,NA,NA,PANTON HILL,VIC,3759,-37.641553,145.239271
VIC,226,McEwen,3322,1,Riddell,Riddells Creek Primary School,69-77 Main Rd,NA,NA,RIDDELLS CREEK,VIC,3431,-37.4609,144.679
VIC,226,McEwen,3323,1,Romsey,Romsey Primary School,60 Station St,NA,NA,ROMSEY,VIC,3434,-37.3538868,144.744401
VIC,226,McEwen,3403,1,St Andrews,St Andrews Primary School,25 Caledonia St,NA,NA,ST ANDREWS,VIC,3761,-37.5996759,145.2748775
VIC,226,McEwen,92667,5,Seymour MCEWEN PPVC,Masonic Lodge Seymour,25 Anzac Ave,NA,NA,SEYMOUR,VIC,3660,-37.0160797,145.1619887
VIC,226,McEwen,58744,5,South Morang MCEWEN PPVC,The Hive,1/33 Danaher Dr,NA,NA,SOUTH MORANG,VIC,3752,NA,NA
VIC,226,McEwen,32895,2,Special Hospital Team 1,Multiple sites,NA,NA,NA,NA,VIC,NA,NA,NA
VIC,226,McEwen,64693,2,Special Hospital Team 2,Multiple sites,NA,NA,NA,NA,VIC,NA,NA,NA
VIC,226,McEwen,3327,1,Sunbury,Sunbury College,30 Racecourse Rd,NA,NA,SUNBURY,VIC,3429,-37.5741322,144.7304964
VIC,226,McEwen,82784,5,Sunbury Central PPVC,16 Brook St,NA,NA,NA,SUNBURY,VIC,3429,-37.5803306,144.7301114
VIC,226,McEwen,11515,1,Sunbury East,Goonawarra Primary School,2-6 Gullane Dr,NA,NA,SUNBURY,VIC,3429,-37.5809,144.751
VIC,226,McEwen,11516,1,Sunbury Heights,Sunbury Downs Secondary College,148-174 Mitchells Lane,NA,NA,SUNBURY,VIC,3429,-37.5839,144.705
VIC,226,McEwen,3329,1,Sunbury North,Kismet Park Primary School,15 McEwen Dr,NA,NA,SUNBURY,VIC,3429,-37.5657,144.728
VIC,226,McEwen,3330,1,Sunbury West,Sunbury West Primary School,479 Elizabeth Dr,NA,NA,SUNBURY,VIC,3429,-37.5752,144.713
VIC,226,McEwen,58636,5,Sunbury West PPVC,Shop 1 101-126 Gap Rd,Shop 1,101-126 Gap Rd,NA,SUNBURY,VIC,3429,-37.5808644,144.7144973
VIC,226,McEwen,4370,1,Wallan Central,Wallan Community Centre,42 Bentinck St,NA,NA,WALLAN,VIC,3756,-37.414747,144.981717
VIC,226,McEwen,83416,5,Wallan PPVC,Old Wallan Police Station,16 High St,NA,NA,WALLAN,VIC,3756,-37.2912802,144.9508307
VIC,226,McEwen,65451,1,Wallan South,Secondary College,100 Duke St,NA,NA,WALLAN,VIC,3756,-37.41944,144.979515
VIC,226,McEwen,4371,1,Wallan Wallan,Wallan Primary School,42-48 Queen St,NA,NA,WALLAN,VIC,3756,-37.4122,144.976
VIC,226,McEwen,4372,1,Wandong,Wandong Primary School,39 Rail St,NA,NA,WANDONG,VIC,3758,-37.3602,145.028
VIC,226,McEwen,4374,1,Whittlesea,Whittlesea Secondary College,55 Laurel St,NA,NA,WHITTLESEA,VIC,3757,-37.515,145.121
VIC,226,McEwen,83308,1,Whittlesea Central,Whittlesea Primary School,2435 Plenty Rd,NA,NA,WHITTLESEA,VIC,3757,-37.5148832,145.1144289
VIC,226,McEwen,4375,1,Wollert,Mawarra,455 Epping Rd,NA,NA,WOLLERT,VIC,3750,-37.597838,145.032443
VIC,226,McEwen,4377,1,Yan Yean,Yan Yean Tennis Club,1925 Plenty Rd,NA,NA,YAN YEAN,VIC,3755,-37.5587,145.109
VIC,226,McEwen,3411,1,Yarrambat,Yarrambat Primary School,540 Yan Yean Rd,NA,NA,YARRAMBAT,VIC,3091,-37.6364,145.197
VIC,228,Melbourne,4610,1,Abbotsford,Collingwood Senior Citizens Centre,6 Eddy Ct,NA,NA,ABBOTSFORD,VIC,3067,-37.8034688,144.993542
VIC,228,Melbourne,82957,1,Abbotsford South,The Hive,313 Victoria St,NA,NA,ABBOTSFORD,VIC,3067,-37.8093711,144.9956606
VIC,228,Melbourne,93180,1,Ascot Vale (Melbourne),Wingate Community Centre,13A Wingate Ave,NA,NA,ASCOT VALE,VIC,3032,-37.7794,144.919
VIC,228,Melbourne,65426,5,BLV Melbourne PPVC,BLV Melbourne,Urban Workshop,"Lvl 1, 50 Lonsdale St",NA,MELBOURNE,VIC,3000,-37.809495,144.9706565
VIC,228,Melbourne,93181,1,Brunswick East (Melbourne),Holy Trinity Serbian Church,1 Noel St,NA,NA,BRUNSWICK EAST,VIC,3057,-37.7735328,144.9791956
VIC,228,Melbourne,64351,1,Brunswick South East (Melbourne),Brunswick South Primary School,56 Brunswick Rd,NA,NA,BRUNSWICK EAST,VIC,3057,-37.77861,144.971786
VIC,228,Melbourne,4678,1,Burnley,Loughnan Hall,67-69 Coppin St,NA,NA,RICHMOND,VIC,3121,-37.82049,145.003744
VIC,228,Melbourne,4621,1,Carlton,St Mary's College,871 Swanston St,NA,NA,PARKVILLE,VIC,3052,-37.7962325,144.9641679
VIC,228,Melbourne,4622,1,Carlton Central,Carlton North Primary School,60 Lee St,NA,NA,CARLTON NORTH,VIC,3054,-37.7912,144.973
VIC,228,Melbourne,4624,1,Carlton South,Carlton Gardens Primary School,215 Rathdowne Street,NA,NA,CARLTON,VIC,3053,-37.8019433,144.9693412
VIC,228,Melbourne,83674,1,Citizens Park,Richmond High School,4 Griffiths St,NA,NA,RICHMOND,VIC,3121,-37.817562,145.0026391
VIC,228,Melbourne,4626,1,Collingwood,St Josephs Primary School,46 Otter St,NA,NA,COLLINGWOOD,VIC,3066,-37.8005296,144.9865044
VIC,228,Melbourne,64353,1,Collingwood North (Melbourne),Clifton Hill Primary School,185 Gold St,NA,NA,CLIFTON HILL,VIC,3068,-37.7925,144.99
VIC,228,Melbourne,4679,1,Cremorne,Richmond Primary School,cnr Mary St & Barkly Ave,NA,NA,RICHMOND,VIC,3121,-37.8297,145
VIC,228,Melbourne,4628,1,Delbridge,Fitzroy High School,30 Falconer St,NA,NA,FITZROY NORTH,VIC,3068,-37.7849,144.988
VIC,228,Melbourne,30219,5,Divisional Office (PREPOLL),Divisional Office,Level 1,Urban Workshop,50 Lonsdale St,MELBOURNE,VIC,3000,-37.8095,144.970591
VIC,228,Melbourne,47808,1,Docklands,Library at The Dock,107 Victoria Harbour Prom,NA,NA,DOCKLANDS,VIC,3008,-37.8200529,144.9405111
VIC,228,Melbourne,4629,1,East Melbourne,Melbourne Unitarian Church,110 Grey St,NA,NA,EAST MELBOURNE,VIC,3002,-37.8116651,144.9846819
VIC,228,Melbourne,4631,1,Fitzroy,Fitzroy Primary School,319 George St,NA,NA,FITZROY,VIC,3065,-37.7996027,144.9815114
VIC,228,Melbourne,33053,1,Fitzroy East,Sacred Heart School,107 King William St,NA,NA,FITZROY,VIC,3065,-37.8022451,144.9782761
VIC,228,Melbourne,4633,1,Fitzroy North,Fitzroy North Primary School,Fergie St,NA,NA,FITZROY NORTH,VIC,3068,-37.7846,144.984
VIC,228,Melbourne,93179,1,Flemington (Melbourne),Mt Alexander College,169 Mt Alexander Rd,NA,NA,FLEMINGTON,VIC,3031,-37.782,144.933
VIC,228,Melbourne,4635,1,Hotham Hill,National Archives of Australia,99 Shiel St,NA,NA,NORTH MELBOURNE,VIC,3051,-37.79649,144.9423376
VIC,228,Melbourne,4636,1,Kensington (Melbourne),Kensington Primary School,McCracken St,NA,NA,KENSINGTON,VIC,3031,-37.7928,144.927
VIC,228,Melbourne,64658,1,Kensington Central,Holy Rosary School,37 Gower St,NA,NA,KENSINGTON,VIC,3031,-37.795176,144.928814
VIC,228,Melbourne,4637,1,Melbourne (Melbourne),215 Spring St,NA,NA,NA,MELBOURNE,VIC,3000,-37.8098387,144.9720566
VIC,228,Melbourne,97505,5,Melbourne Central MELBOURNE PPVC,Melbourne Convention and Exhibition Centre,1 Convention Centre Pl,NA,NA,SOUTHBANK,VIC,3006,NA,NA
VIC,228,Melbourne,14318,5,Melbourne MELBOURNE PPVC,215 Spring St,215 Spring St,NA,NA,MELBOURNE,VIC,3000,-37.8098387,144.9720566
VIC,228,Melbourne,4638,1,Merri (Melbourne),Merri Creek Primary School,175 Ida St,NA,NA,FITZROY NORTH,VIC,3068,-37.7771,144.988
VIC,228,Melbourne,64641,5,Northcote MELBOURNE PPVC,621 High St,621 High St,NA,NA,THORNBURY,VIC,3071,-37.7636702,144.9999907
VIC,228,Melbourne,4640,1,North Melbourne,Space 338,338 Queensberry St,NA,NA,NORTH MELBOURNE,VIC,3051,-37.8036247,144.956797
VIC,228,Melbourne,4641,1,North Melbourne Central,North Melbourne Primary School,210 Errol St,NA,NA,NORTH MELBOURNE,VIC,3051,-37.7984,144.951
VIC,228,Melbourne,65724,4,Other Mobile Team 1,Multiple sites,NA,NA,NA,NA,VIC,NA,NA,NA
VIC,228,Melbourne,4642,1,Parkville,University High School,77 Story St,NA,NA,PARKVILLE,VIC,3052,-37.7975,144.956
VIC,228,Melbourne,4630,1,Princes Hill,Princes Hill Primary School,280 Pigdon St,NA,NA,PRINCES HILL,VIC,3054,-37.7814,144.968
VIC,228,Melbourne,4677,1,Richmond,St Ignatius' Church Hall,326 Church St,NA,NA,RICHMOND,VIC,3121,-37.822,144.998
VIC,228,Melbourne,4643,1,Richmond Central,Trinity Catholic School,57-59 Davison St,NA,NA,RICHMOND,VIC,3121,-37.815582,145.007712
VIC,228,Melbourne,4644,1,Richmond North,Community Hall 110,110 Elizabeth St,NA,NA,RICHMOND,VIC,3121,-37.8126786,144.9982345
VIC,228,Melbourne,97466,5,Richmond PPVC,The Hive,313 Victoria St,NA,NA,ABBOTSFORD,VIC,3067,-37.8093711,144.9956606
VIC,228,Melbourne,11893,1,Richmond West,Community Hall 106,106 Elizabeth St,NA,NA,RICHMOND,VIC,3121,-37.8123099,144.9960244
VIC,228,Melbourne,97463,5,South Yarra MELBOURNE PPVC,10 Yarra St,10 Yarra St,NA,NA,SOUTH YARRA,VIC,3141,-37.8373706,144.9967821
VIC,228,Melbourne,4650,2,Special Hospital Team 1,Multiple sites,NA,NA,NA,NA,VIC,NA,NA,NA
VIC,228,Melbourne,4651,2,Special Hospital Team 2,Multiple sites,NA,NA,NA,NA,VIC,NA,NA,NA
VIC,228,Melbourne,4652,2,Special Hospital Team 3,Royal Melbourne Hospital Royal Park Campus,34-54 Poplar Rd,NA,NA,PARKVILLE,VIC,3052,-37.778975,144.946489
VIC,228,Melbourne,4653,2,Special Hospital Team 4,Multiple sites,NA,NA,NA,NA,VIC,NA,NA,NA
VIC,228,Melbourne,31964,2,Special Hospital Team 5,Royal Women's Hospital,Cnr Flemington Rd & Grattan St,NA,NA,PARKVILLE,VIC,3052,-37.7995486,144.9551273
VIC,228,Melbourne,31965,2,Special Hospital Team 6,Royal Melbourne Hospital,Grattan St,NA,NA,PARKVILLE,VIC,3052,-37.7998212,144.9584567
VIC,228,Melbourne,31966,2,Special Hospital Team 7,St Vincent's Hospital,41 Victoria Pde,NA,NA,FITZROY,VIC,3065,-37.807773,144.9749601
VIC,229,Menzies,4692,1,Beverley Hills,Beverley Hills Primary School,2 Cassowary St,NA,NA,DONCASTER EAST,VIC,3109,-37.7965,145.16
VIC,229,Menzies,64638,5,Blackburn North MENZIES PPVC,New Hope Community Centre,3 Springfield Rd,NA,NA,BLACKBURN NORTH,VIC,3130,NA,NA
VIC,229,Menzies,65422,5,BLV Menzies PPVC,BLV Menzies,1st Floor,41-43 Ringwood St,NA,RINGWOOD,VIC,3134,-37.812149,145.2272575
VIC,229,Menzies,4694,1,Bulleen,Bulleen Heights School,49-61 Pleasant Rd,NA,NA,BULLEEN,VIC,3105,-37.7634,145.095
VIC,229,Menzies,3377,1,Croydon Hills (Menzies),Croydon Hills Primary School,47 Campaspe Dr,NA,NA,CROYDON HILLS,VIC,3136,-37.7763,145.272
VIC,229,Menzies,30220,5,Divisional Office (PREPOLL),Divisional Office,1st Floor,41-43 Ringwood St,NA,RINGWOOD,VIC,3134,-37.812036,145.226971
VIC,229,Menzies,4696,1,Donburn,Donburn Primary School,Colchester Dr,NA,NA,DONCASTER EAST,VIC,3109,-37.7877,145.166
VIC,229,Menzies,4697,1,Doncaster,Holy Trinity Church Hall,106 Church Rd,NA,NA,DONCASTER,VIC,3108,-37.7872482,145.1379975
VIC,229,Menzies,4698,1,Doncaster Central,Doncaster Secondary College,123 Church Rd,NA,NA,DONCASTER,VIC,3108,-37.7841,145.137
VIC,229,Menzies,4699,1,Doncaster East,Doncaster East Secondary College,20 George St,NA,NA,DONCASTER EAST,VIC,3109,-37.7822,145.159
VIC,229,Menzies,32953,5,Doncaster East PPVC,Doncaster Rovers Soccer Club,117 Andersons Creek Rd,NA,NA,DONCASTER EAST,VIC,3109,-37.7662851,145.1717245
VIC,229,Menzies,4715,1,Doncaster Gardens,Doncaster Gardens Primary School,20 Sandhurst Ave,NA,NA,DONCASTER EAST,VIC,3109,-37.782,145.148
VIC,229,Menzies,4700,1,Doncaster Heights,Ss Peter & Paul's Parish Hall,23 Leeds St,NA,NA,DONCASTER EAST,VIC,3109,-37.7907,145.153
VIC,229,Menzies,4702,1,Doncaster South,Birralee Primary School,8-26 Heyington Ave,NA,NA,DONCASTER,VIC,3108,-37.7934,145.113
VIC,229,Menzies,4703,1,Doncaster West,Tende Beck Scout Hall,5 High St,NA,NA,DONCASTER,VIC,3108,-37.785533,145.101537
VIC,229,Menzies,3383,1,Donvale,Whitefriars College,156-158 Park Rd,NA,NA,DONVALE,VIC,3111,-37.79107,145.199
VIC,229,Menzies,4704,1,Eltham (Menzies),Eltham Primary School,70 Dalton St,NA,NA,ELTHAM,VIC,3095,-37.7253,145.148
VIC,229,Menzies,4705,1,Eltham East,Eltham East Primary School,16 Grove St,NA,NA,ELTHAM,VIC,3095,-37.7117,145.155
VIC,229,Menzies,4706,1,Eltham North (Menzies),Eltham North Primary School,35-47 Wattletree Rd,NA,NA,ELTHAM NORTH,VIC,3095,-37.6997,145.151
VIC,229,Menzies,93236,1,Glendale (Menzies),Holy Trinity Primary School,92-96 Weidlich Rd,NA,NA,ELTHAM NORTH,VIC,3095,-37.69832,145.13501
VIC,229,Menzies,93237,5,Greensborough MENZIES PPVC,98-100 Main St,98-100 Main Street,Greensborough,NA,GREENSBOROUGH,VIC,3088,-37.7030158,145.1052787
VIC,229,Menzies,11875,1,Gumnut Gully,Gumnut Gully Kindergarten,58-60 Larnoo Dr,NA,NA,DONCASTER EAST,VIC,3109,-37.7601,145.18
VIC,229,Menzies,65654,5,Heidelberg MENZIES PPVC,Scots Church Community Centre,187 Burgundy St,NA,NA,HEIDELBERG,VIC,3084,-37.756082,145.063624
VIC,229,Menzies,64394,1,Kalinda (Menzies),Kalinda Primary School,39-49 Kalinda Rd,NA,NA,RINGWOOD,VIC,3134,-37.7899,145.255
VIC,229,Menzies,3387,1,Kangaroo Ground (Menzies),Kangaroo Ground Primary School,10 Graham Rd,NA,NA,KANGAROO GROUND,VIC,3097,-37.6914,145.215
VIC,229,Menzies,4708,1,Lower Templestowe,Bulleen Heights School (Manningham Road Campus),221 Manningham Rd,NA,NA,TEMPLESTOWE LOWER,VIC,3107,-37.7721,145.104
VIC,229,Menzies,32894,1,Manningham,St Gregory the Great Primary School,396 Manningham Rd,NA,NA,DONCASTER,VIC,3108,-37.77957,145.1226
VIC,229,Menzies,4709,1,Milgate,Milgate Primary School,96 Landscape Dr,NA,NA,DONCASTER EAST,VIC,3109,-37.7745,145.178
VIC,229,Menzies,65221,1,Mitcham North (Menzies),Mullauna College,456 Springfield Rd,NA,NA,MITCHAM NORTH,VIC,3132,-37.8071,145.19
VIC,229,Menzies,93229,1,Montmorency South (Menzies),Montmorency South Primary School,64 Buena Vista Dr,NA,NA,MONTMORENCY,VIC,3094,-37.7253197,145.1296308
VIC,229,Menzies,3396,1,Park Orchards,Park Orchards Community Centre,572 Park Rd,NA,NA,PARK ORCHARDS,VIC,3114,-37.7794,145.215
VIC,229,Menzies,31788,1,Research,Research Primary School,1572 Main Rd,NA,NA,RESEARCH,VIC,3095,-37.7030412,145.1838166
VIC,229,Menzies,58638,5,Ringwood MENZIES PPVC,Ringwood Bowls Club,2/12 Loughnan Rd,NA,NA,RINGWOOD NORTH,VIC,3134,-37.8049696,145.2285773
VIC,229,Menzies,3401,1,Ringwood North (Menzies),Ringwood North Primary School,172 Oban Rd,NA,NA,RINGWOOD NORTH,VIC,3134,-37.793,145.23
VIC,229,Menzies,93231,1,St Helena (Menzies),St Helena Secondary College,50 Wallowa Rd,NA,NA,ELTHAM NORTH,VIC,3095,-37.6867469,145.1398304
VIC,229,Menzies,4710,1,Serpell,Serpell Primary School,13 Tuckers Rd,NA,NA,TEMPLESTOWE,VIC,3106,-37.7697,145.154
VIC,229,Menzies,31723,2,Special Hospital Team 1,Multiple sites,NA,NA,NA,NA,VIC,NA,NA,NA
VIC,229,Menzies,31724,2,Special Hospital Team 2,Multiple sites,NA,NA,NA,NA,VIC,NA,NA,NA
VIC,229,Menzies,4711,1,Templestowe,Templestowe Leisure Centre,Cnr Foote and Anderson Streets,NA,NA,TEMPLESTOWE,VIC,3106,-37.7592241,145.1298979
VIC,229,Menzies,4712,1,Templestowe Heights,Templestowe Heights Primary School,276-300 High St,NA,NA,TEMPLESTOWE LOWER,VIC,3107,-37.7665,145.12
VIC,229,Menzies,4713,1,Templestowe Park,Templestowe Park Primary School,399 Church Rd,NA,NA,TEMPLESTOWE,VIC,3106,-37.7558,145.14
VIC,229,Menzies,4714,1,Templestowe Valley,Templestowe Valley Primary School,15 Birchwood Ave,NA,NA,TEMPLESTOWE LOWER,VIC,3107,-37.7605,145.11
VIC,229,Menzies,83724,1,Templestowe West,St Kevin's Primary School,26-44 Herlihys Rd,NA,NA,TEMPLESTOWE LOWER,VIC,3107,-37.7615724,145.1230596
VIC,229,Menzies,11876,1,The Pines,Onemda (Main Campus),123 Andersons Creek Rd,NA,NA,DONCASTER EAST,VIC,3109,-37.765252,145.170917
VIC,229,Menzies,3404,1,Tunstall,Donvale Primary School,Elata St,NA,NA,DONVALE,VIC,3111,-37.8009,145.174
VIC,229,Menzies,3405,1,Warrandyte,Warrandyte Primary School,5-11 Forbes St,NA,NA,WARRANDYTE,VIC,3113,-37.7427,145.214
VIC,229,Menzies,3406,1,Warrandyte North,North Warrandyte Family Centre,184 Research-Warrandyte Rd,NA,NA,NORTH WARRANDYTE,VIC,3113,-37.7294037,145.214912
VIC,229,Menzies,31844,1,Warranwood (Menzies),Warranwood Primary School,1 Wellington Park Dr,NA,NA,WARRANWOOD,VIC,3134,-37.775,145.248
VIC,229,Menzies,3409,1,Wonga Park,Wonga Park Primary School,41 Dudley Rd,NA,NA,WONGA PARK,VIC,3115,-37.7304,145.274
VIC,229,Menzies,4716,1,Yarraleen,St Clement of Rome Primary School,9 Egan Dr,NA,NA,BULLEEN,VIC,3105,-37.7677,145.09
VIC,229,Menzies,93241,1,Yarra Road (Menzies),Yarra Road Primary School,222-228 Yarra Rd,NA,NA,CROYDON NORTH,VIC,3136,-37.7667,145.273
VIC,323,Monash,3716,1,Arawata,Arawata Public Hall,371 Fairbank Rd,NA,NA,ARAWATA,VIC,3951,-38.3944,145.87
VIC,323,Monash,3614,1,Bass,Bass Valley Community Centre,2-4 Bass School Rd,NA,NA,BASS,VIC,3991,-38.4843,145.465
VIC,323,Monash,3616,1,Bayles,Bayles Public Hall,660 Ballarto Rd,NA,NA,BAYLES,VIC,3981,-38.1766,145.566
VIC,323,Monash,3722,1,Bena,Bena Public Hall,41 Main Rd,NA,NA,BENA,VIC,3946,-38.4115,145.759
VIC,323,Monash,65555,5,BLV Monash PPVC,BLV McMillan,4/76 Smith St,NA,NA,WARRAGUL,VIC,3820,-38.1601657,145.9324023
VIC,323,Monash,4383,1,Bona Vista,Bona Vista Primary School,520 Bona Vista Rd,NA,NA,BONA VISTA,VIC,3820,-38.211,145.959
VIC,323,Monash,4384,1,Buln Buln,Buln Buln Primary School,15 Old Sale Rd,NA,NA,BULN BULN,VIC,3821,-38.0998,145.938
VIC,323,Monash,4385,1,Bunyip,Bunyip Public Hall,38 Main St,NA,NA,BUNYIP,VIC,3815,-38.0986,145.719
VIC,323,Monash,8891,1,Cape Paterson,Cape Paterson Community Hall,567 Cape Paterson Rd,NA,NA,CAPE PATERSON,VIC,3995,-38.6695,145.6217
VIC,323,Monash,3622,1,Corinella,Corinella Public Hall,38 Smythe St,NA,NA,CORINELLA,VIC,3984,-38.414381,145.433334
VIC,323,Monash,3623,1,Cowes,Cowes Primary School,177 Settlement Rd,NA,NA,COWES,VIC,3922,-38.4564867,145.2422378
VIC,323,Monash,46625,5,Cowes PPVC,St Johns Uniting Church,86 Chapel St,NA,NA,COWES,VIC,3922,-38.4500704,145.2367488
VIC,323,Monash,93025,5,Cranbourne MONASH PPVC,Cranbourne Plaza,8/75-89 High St,NA,NA,CRANBOURNE,VIC,3977,-38.1108187,145.2824733
VIC,323,Monash,3627,1,Dalyston,Dalyston Hall,26 Tulloch St,NA,NA,DALYSTON,VIC,3992,-38.564301,145.542361
VIC,323,Monash,4390,1,Darnum,Darnum Primary School,6 Graham St,NA,NA,DARNUM,VIC,3822,-38.1877,146
VIC,323,Monash,31556,5,Divisional Office (PREPOLL),Divisional Office,Shop 4,76 Smith St,NA,WARRAGUL,VIC,3820,-38.1604236,145.9324226
VIC,323,Monash,4391,1,Drouin,Drouin Primary School,153-161 Princes Way,NA,NA,DROUIN,VIC,3818,-38.1334,145.855
VIC,323,Monash,83698,1,Drouin Central,Drouin Anglican Church Hall,128-132 Princes Way,NA,NA,DROUIN,VIC,3818,-38.134392,145.853995
VIC,323,Monash,3750,1,Drouin South,Drouin South Primary School,3061 Westernport Rd,NA,NA,DROUIN SOUTH,VIC,3818,-38.1708391,145.8261037
VIC,323,Monash,64676,1,Drouin Summerhill,Drouin Secondary College,Main South Rd,NA,NA,DROUIN,VIC,3818,-38.14451,145.850712
VIC,323,Monash,4392,1,Drouin West,Drouin West Primary School,535 Main Neerim Rd,NA,NA,DROUIN WEST,VIC,3818,-38.0871,145.872
VIC,323,Monash,3751,1,Dumbalk,Dumbalk Public Hall,Farmers Rd,NA,NA,DUMBALK,VIC,3956,-38.5323,146.094
VIC,323,Monash,3754,1,Ellinbank,Ellinbank Primary School,13 Community Place,NA,NA,ELLINBANK,VIC,3821,-38.24,145.938
VIC,323,Monash,82829,1,Erica,Erica Memorial Hall,14 School Rd,NA,NA,ERICA,VIC,3825,-37.978,146.371
VIC,323,Monash,3757,1,Fish Creek,Fish Creek Memorial Hall,13 Falls Rd,NA,NA,FISH CREEK,VIC,3959,-38.6927955,146.0821366
VIC,323,Monash,3760,1,Foster,Foster War Memorial Arts Centre,79 Main St,NA,NA,FOSTER,VIC,3960,-38.651865,146.202986
VIC,323,Monash,4395,1,Garfield,Garfield Primary School,84 Railway Ave,NA,NA,GARFIELD,VIC,3814,-38.0906,145.674
VIC,323,Monash,3634,1,Grantville,Grantville Hall,1470 Bass Hwy,NA,NA,GRANTVILLE,VIC,3984,-38.4061,145.532
VIC,323,Monash,3772,1,Inverloch,Inverloch Community Hub,16 A'Beckett St,NA,NA,INVERLOCH,VIC,3996,-38.6335,145.728
VIC,323,Monash,4399,1,Jindivick,Jindivick Primary School,1080 Jacksons Track,NA,NA,JINDIVICK,VIC,3818,-38.0286,145.902
VIC,323,Monash,32326,1,Kernot,Kernot Community Centre,1060 Kernot-Loch Rd,NA,NA,KERNOT,VIC,3979,-38.4324,145.596
VIC,323,Monash,3636,1,Kilcunda,Kilcunda Community Hall,3513 Bass Hwy,NA,NA,KILCUNDA,VIC,3995,-38.54867,145.47513
VIC,323,Monash,3775,1,Kongwak,Kongwak Public Hall,1440 Kongwak-Wonthaggi Rd,NA,NA,KONGWAK,VIC,3951,-38.5148124,145.7133007
VIC,323,Monash,3776,1,Koonwarra,Koonwarra Village School,20-26 Koala Dr,NA,NA,KOONWARRA,VIC,3954,-38.547127,145.946707
VIC,323,Monash,3637,1,Kooweerup,Koo Wee Rup Community Centre,247 Rossiter Rd,NA,NA,KOO WEE RUP,VIC,3981,-38.2004,145.488
VIC,323,Monash,3777,1,Korumburra,St Paul's Anglican Parish Hall,5 Bridge St,NA,NA,KORUMBURRA,VIC,3950,-38.435535,145.8224988
VIC,323,Monash,4400,1,Labertouche,Labertouche & District Community Centre,440 Labertouche Rd,NA,NA,LABERTOUCHE,VIC,3816,-38.0477,145.806
VIC,323,Monash,3639,1,Lang Lang,Lang Lang Primary School,52 Westernport Rd,NA,NA,LANG LANG,VIC,3984,-38.2632,145.57
VIC,323,Monash,3779,1,Leongatha,Leongatha Senior Citizens Centre,23 Smith St,NA,NA,LEONGATHA,VIC,3953,-38.4773,145.9421
VIC,323,Monash,83613,1,Leongatha East,Leongatha Secondary College,115 Nerrena Rd,NA,NA,LEONGATHA,VIC,3953,-38.479418,145.959871
VIC,323,Monash,3780,1,Leongatha South,Leongatha South & District Community Centre,7975 Bass Hwy,NA,NA,LEONGATHA SOUTH,VIC,3953,-38.5296025,145.8804345
VIC,323,Monash,3641,1,Loch,Loch Masonic Centre,20 Victoria St,NA,NA,LOCH,VIC,3945,-38.368983,145.704935
VIC,323,Monash,4403,1,Longwarry,Longwarry Public Hall,14 Kennedy St,NA,NA,LONGWARRY,VIC,3816,-38.1137348,145.7677925
VIC,323,Monash,4890,1,Maryknoll,Father Pooley Memorial Hall,70 Girrahween Rd,NA,NA,MARYKNOLL,VIC,3812,-38.0328942,145.6019139
VIC,323,Monash,3790,1,Meeniyan,Meeniyan Youth Club Hall,McLeans Lane,NA,NA,MEENIYAN,VIC,3956,-38.578568,146.014134
VIC,323,Monash,3794,1,Mirboo North,Mirboo North Town Hall,30 Ridgway,NA,NA,MIRBOO NORTH,VIC,3871,-38.4009864,146.1548406
VIC,323,Monash,4405,1,Moe,Albert Street Primary School,40 Albert St,NA,NA,MOE,VIC,3825,-38.17466,146.264053
VIC,323,Monash,4406,1,Moe Central,Baringa School,47 Staff St,NA,NA,MOE,VIC,3825,-38.1923,146.256
VIC,323,Monash,83638,5,Moe PPVC,Moe Senior Citizens Centre,45a Langford St,NA,NA,MOE,VIC,3825,-38.172222,146.267778
VIC,323,Monash,4407,1,Moe West,St Kieran's Parish Hall,2 Wirraway St,NA,NA,MOE,VIC,3825,-38.1797,146.254
