uniqueID,surname,allOtherNames,firstName,commonName,displayName,earlierOrLaterNames,title,gender,birthDate,birthYear,birthPlace,deathDate,member,senator,wasPrimeMinister,wikidataID,wikipedia,adb,comments
Adamson1857,Adamson,John,John,NA,"Adamson, John",NA,NA,male,1857-02-18,1857,Tudhoe,1922-05-02,0,1,NA,Q16031651,https://en.wikipedia.org/wiki/John_Adamson_(Queensland_politician),NA,NA
Adermann1896,Adermann,Charles Frederick,Charles,NA,"Adermann, Charles",Later Sir Charles,NA,male,1896-08-03,1896,Lowood,1979-05-09,1,0,NA,Q5074982,https://en.wikipedia.org/wiki/Charles_Adermann,NA,NA
Adermann1927,Adermann,Albert Evan,Albert,Evan,"Adermann, Evan",NA,NA,male,1927-03-10,1927,Kingaroy,2001-11-03,1,0,NA,Q5415311,https://en.wikipedia.org/wiki/Evan_Adermann,NA,NA
Ahern1871,Ahern,Cornelius Joseph,Cornelius,NA,"Ahern, Cornelius",NA,NA,male,1871-07-10,1871,Victoria,1955-07-10,1,0,NA,Q5171294,https://en.wikipedia.org/wiki/Cornelius_Ahern,NA,NA
Albanese1963,Albanese,Anthony Norman,Anthony,NA,"Albanese, Anthony",NA,NA,male,1963-03-02,1963,Sydney,NA,1,0,NA,Q335697,https://en.wikipedia.org/wiki/Anthony_Albanese,NA,NA
Aldred1945,Aldred,Kenneth James,Kenneth,Ken,"Aldred, Ken",NA,NA,male,1945-08-01,1945,East Melbourne,2016-04-17,1,0,NA,Q6387226,https://en.wikipedia.org/wiki/Ken_Aldred,NA,NA
Alexander1951,Alexander,John Gilbert,John,NA,"Alexander, John",NA,NA,male,1951-07-04,1951,Sydney,NA,1,0,NA,Q1281683,https://en.wikipedia.org/wiki/John_Alexander_(Australian_politician),NA,NA
Allan1916,Allan,Archibald Ian,Archibald,Ian,"Allan, Ian",NA,NA,male,1916-01-03,1916,Newcastle,2000-02-13,1,0,NA,Q5980752,https://en.wikipedia.org/wiki/Ian_Allan_(politician),NA,NA
Allen1966,Allen,Katrina Jane,Katrina,Katie,"Allen, Katie",NA,Dr,female,1966-02-24,1966,Albury,NA,1,0,NA,Q38589865,https://en.wikipedia.org/wiki/Katie_Allen_(politician),NA,NA
Allison1946,Allison,Lynette Fay,Lynette,Lyn,"Allison, Lyn",NA,NA,female,1946-10-21,1946,Melbourne,NA,0,1,NA,Q6708298,https://en.wikipedia.org/wiki/Lyn_Allison,NA,NA
Alston1941,Alston,Richard Kenneth Robert,Richard,NA,"Alston, Richard",NA,NA,male,1941-12-19,1941,Perth,NA,0,1,NA,Q7323712,https://en.wikipedia.org/wiki/Richard_Alston_(politician),NA,NA
Aly1967,Aly,Anne,Anne,NA,"Aly, Anne",NA,Dr,female,1967-03-29,1967,Alexandria,NA,1,0,NA,Q20631311,https://en.wikipedia.org/wiki/Anne_Aly,NA,NA
Amour1900,Amour,Stanley Kerin,Stanley,Stan,"Amour, Stan",NA,NA,male,1900-04-02,1900,Hamilton,1979-11-29,0,1,NA,Q7597527,https://en.wikipedia.org/wiki/Stan_Amour,NA,NA
Anderson1909,Anderson,Kenneth McColl,Kenneth,Ken,"Anderson, Ken",Later Sir Kenneth,NA,male,1909-10-11,1909,NA,1985-03-29,0,1,NA,Q6387234,https://en.wikipedia.org/wiki/Ken_Anderson_(politician),NA,NA
Anderson1956,Anderson,John Duncan,John,NA,"Anderson, John",NA,NA,male,1956-11-14,1956,Sydney,NA,1,0,NA,Q3180912,https://en.wikipedia.org/wiki/John_Anderson_(Australian_politician),NA,NA
AndersonCharles1897,Anderson,Charles Groves Wright,Charles,NA,"Anderson, Charles",NA,NA,male,1897-02-12,1897,Cape Town,1988-11-11,1,0,NA,Q5078470,https://en.wikipedia.org/wiki/Charles_Groves_Wright_Anderson,NA,NA
AndersonGordon1897,Anderson,Gordon,Gordon,NA,"Anderson, Gordon",NA,NA,male,1897-12-29,1897,Barkly,1958-05-23,1,0,NA,Q5584798,https://en.wikipedia.org/wiki/Gordon_Anderson_(politician),NA,NA
Andren1946,Andren,Peter James,Peter,NA,"Andren, Peter",NA,NA,male,1946-08-28,1946,Gulargambone,2007-11-03,1,0,NA,Q7172530,https://en.wikipedia.org/wiki/Peter_Andren,NA,NA
Andrew1866,Andrew,David,David,NA,"Andrew, David",NA,NA,male,1866-11-10,1866,Castlemaine,1928-11-18,0,1,NA,Q5230778,https://en.wikipedia.org/wiki/David_Andrew,NA,NA
Andrew1944,Andrew,John Neil,John,Neil,"Andrew, Neil",NA,NA,male,1944-06-07,1944,Waikerie,NA,1,0,NA,Q6988239,https://en.wikipedia.org/wiki/Neil_Andrew,NA,NA
Andrews1900,Andrews,Thomas William,Thomas,Tom,"Andrews, Tom",NA,NA,male,1900-10-19,1900,NA,1974-11-21,1,0,NA,Q7787078,https://en.wikipedia.org/wiki/Tom_Andrews_(Australian_politician),NA,NA
Andrews1955,Andrews,Kevin James,Kevin,NA,"Andrews, Kevin",NA,NA,male,1955-11-09,1955,Sale,NA,1,0,NA,Q6395733,https://en.wikipedia.org/wiki/Kevin_Andrews_(politician),NA,NA
Andrews1960,Andrews,Karen Lesley,Karen,NA,"Andrews, Karen",NA,NA,female,1960-08-23,1960,Brisbane,NA,1,0,NA,Q6369482,https://en.wikipedia.org/wiki/Karen_Andrews,NA,NA
Anning1949,Anning,William Fraser,William,Fraser,"Anning, Fraser",NA,NA,male,1949-10-14,1949,Brisbane,NA,0,1,NA,Q42893791,https://en.wikipedia.org/wiki/Fraser_Anning,NA,NA
Anstey1865,Anstey,Frank,Frank,NA,"Anstey, Frank",NA,NA,male,1865-08-18,1865,London,1940-10-31,1,0,NA,Q15516539,https://en.wikipedia.org/wiki/Frank_Anstey,NA,NA
Anthony1897,Anthony,Hubert Lawrence,Hubert,Larry (Hubert),"Anthony, Larry (Hubert)",NA,NA,male,1897-03-12,1897,Warren,1957-07-12,1,0,NA,Q15501239,https://en.wikipedia.org/wiki/Hubert_Lawrence_Anthony,NA,NA
Anthony1929,Anthony,John Douglas,John,Doug,"Anthony, Doug",NA,NA,male,1929-12-31,1929,Murwillumbah,NA,1,0,NA,Q1251694,https://en.wikipedia.org/wiki/Doug_Anthony,NA,NA
Anthony1961,Anthony,Lawrence James,Lawrence,Larry (Lawrence),"Anthony, Larry (Lawrence)",NA,NA,male,1961-12-17,1961,Sydney,NA,1,0,NA,Q6489884,https://en.wikipedia.org/wiki/Larry_Anthony,NA,NA
Antic1974,Antic,Alexander Charles,Alexander,Alex,"Antic, Alex",NA,NA,male,1974-12-17,1974,Adelaide,NA,0,1,NA,Q63520981,https://en.wikipedia.org/wiki/Alex_Antic,NA,NA
Arbib1971,Arbib,Mark Victor,Mark,NA,"Arbib, Mark",NA,NA,male,1971-11-09,1971,Chippendale,NA,0,1,NA,Q6766585,https://en.wikipedia.org/wiki/Mark_Arbib,NA,NA
Archer1871,Archer,Edward Walker,Edward,NA,"Archer, Edward",NA,NA,male,1871-12-12,1871,Croydon,1940-07-01,1,0,NA,Q5341592,https://en.wikipedia.org/wiki/Edward_Archer_(politician),NA,NA
Archer1929,Archer,Brian Roper,Brian,NA,"Archer, Brian",NA,NA,male,1929-08-21,1929,NA,2013-03-10,0,1,NA,Q4962990,https://en.wikipedia.org/wiki/Brian_Archer,NA,NA
Archer1975,Archer,Bridget Kathleen,Bridget,NA,"Archer, Bridget",NA,NA,female,1975-05-18,1975,NA,NA,1,0,NA,Q64225996,https://en.wikipedia.org/wiki/Bridget_Archer,NA,NA
Archibald1852,Archibald,William Oliver,William,NA,"Archibald, William",NA,NA,male,1852-06-03,1852,St Pancras,1926-06-28,1,0,NA,Q8004521,https://en.wikipedia.org/wiki/William_Archibald,Check birthdate,NA
Arkins1888,Arkins,James Guy Dalley,James,Guy,"Arkins, Guy",NA,NA,male,1888-10-14,1888,Millthorpe,1980-08-02,0,1,NA,Q5622056,https://en.wikipedia.org/wiki/Guy_Arkins,NA,"NSW and Federal parliaments disagree on year of birth. I've gone with NSW, as I've not been burned by them yet, although to be fair I've spent far less time in their archive. It's either 1888 or 1887. https://www.parliament.nsw.gov.au/members/Pages/Member-details.aspx?pk=1472 vs https://biography.senate.gov.au/arkins-james-guy-dalley/"
Armitage1920,Armitage,John Lindsay,John,NA,"Armitage, John",NA,NA,male,1920-11-11,1920,Sydney,2009-04-13,1,0,NA,Q6219377,https://en.wikipedia.org/wiki/John_Armitage_(politician),NA,NA
Armstrong1908,Armstrong,John Ignatius,John,NA,"Armstrong, John",NA,NA,male,1908-07-10,1908,Ultimo,1977-03-10,0,1,NA,Q6219385,https://en.wikipedia.org/wiki/John_Armstrong_(Australian_politician),NA,NA
Armstrong1909,Armstrong,Adam Alexander,Adam,Bill,"Armstrong, Bill",NA,NA,male,1909-07-01,1909,Deniliquin,1982-02-22,1,0,NA,Q4907944,https://en.wikipedia.org/wiki/Bill_Armstrong_(Australian_politician),NA,NA
Arnold1902,Arnold,James Jarvist,James,NA,"Arnold, James",NA,NA,male,1902-04-12,1902,Wallaroo,1967-10-29,0,1,NA,Q6128848,https://en.wikipedia.org/wiki/James_Arnold_(Australian_politician),NA,NA
Arthur1875,Arthur,John Andrew,John,NA,"Arthur, John",NA,NA,male,1875-08-15,1875,Castlemaine,1914-12-09,1,0,NA,Q1699172,https://en.wikipedia.org/wiki/John_Arthur_(politician),NA,NA
Arthur1883,Arthur,Thomas Christopher,Thomas,NA,"Arthur, Thomas",NA,NA,male,1883-05-11,1883,Forbes,1953-06-06,0,1,NA,Q7814805,https://en.wikipedia.org/wiki/Tom_Arthur_(Australian_politician),NA,NA
Arthur1918,Arthur,William Tevlin,William,Bill,"Arthur, Bill",NA,NA,male,1918-04-16,1918,Sydney,1982-02-28,1,0,NA,Q8004572,https://en.wikipedia.org/wiki/Bill_Arthur,NA,Need to double-check this death date.
Ashley1881,Ashley,William Patrick,William,Bill,"Ashley, Bill",NA,NA,male,1881-09-20,1881,Hay,1958-06-27,0,1,NA,Q4907953,https://en.wikipedia.org/wiki/Bill_Ashley_(politician),NA,NA
AshleyBrown1915,Ashley-Brown,Alfred,Alfred,NA,"Ashley-Brown, Alfred",NA,NA,male,1915-10-05,1915,Sydney,1993-02-05,1,0,NA,Q4722247,https://en.wikipedia.org/wiki/Alfred_Ashley-Brown,NA,NA
Askew1963,Askew,Wendy,Wendy,NA,"Askew, Wendy",nee Bushby; formerly Summers,NA,female,1963-03-16,1963,Launceston,NA,0,1,NA,Q61983633,https://en.wikipedia.org/wiki/Wendy_Askew,NA,NA
Aston1916,Aston,William John,William,NA,"Aston, William",Later Sir William,NA,male,1916-09-19,1916,Sydney,1997-05-21,1,0,NA,Q8004641,https://en.wikipedia.org/wiki/William_Aston,NA,NA
Atkinson1867,Atkinson,Llewellyn,Llewellyn,NA,"Atkinson, Llewellyn",NA,NA,male,1867-12-18,1867,Launceston,1945-11-01,1,0,NA,Q15995654,https://en.wikipedia.org/wiki/Llewellyn_Atkinson,NA,NA
Atkinson1948,Atkinson,Rodney Alexander,Rodney,Rod,"Atkinson, Rod",NA,NA,male,1948-08-07,1948,Adelaide,NA,1,0,NA,Q7356109,https://en.wikipedia.org/wiki/Rod_Atkinson,NA,NA
Aulich1945,Aulich,Terrence Gordon,Terrence,Terry,"Aulich, Terry",NA,NA,male,1945-10-05,1945,Bathurst,NA,0,1,NA,Q7704068,https://en.wikipedia.org/wiki/Terry_Aulich,NA,NA
Aylett1900,Aylett,William Edward,William,Bill,"Aylett, Bill",NA,NA,male,1900-11-15,1900,Wynyard,1976-08-10,0,1,NA,Q4907976,https://en.wikipedia.org/wiki/Bill_Aylett,NA,NA
Ayres,Ayres,Timothy,Timothy,Tim,"Ayres, Tim",NA,NA,male,NA,NA,NA,NA,0,1,NA,Q64152293,https://en.wikipedia.org/wiki/Tim_Ayres,NA,NA
Back1950,Back,Christopher John,Christopher,NA,"Back, Christopher",NA,NA,male,1950-02-11,1950,Perth,NA,0,1,NA,Q5105780,https://en.wikipedia.org/wiki/Chris_Back,NA,NA
Badman1885,Badman,Albert Oliver,Albert,NA,"Badman, Albert",NA,NA,male,1885-12-18,1885,Yacka,1977-04-24,1,1,NA,Q7087397,https://en.wikipedia.org/wiki/Oliver_Badman,NA,NA
Bailey1946,Bailey,Frances Esther,Frances,Fran,"Bailey, Fran",NA,NA,female,1946-05-21,1946,Brisbane,NA,1,0,NA,Q5478100,https://en.wikipedia.org/wiki/Fran_Bailey,NA,NA
Baillieu1937,Baillieu,Marshall,Marshall,NA,"Baillieu, Marshall",NA,NA,male,1937-06-06,1937,Melbourne,NA,1,0,NA,Q16104603,https://en.wikipedia.org/wiki/Marshall_Baillieu,NA,NA
Baird1942,Baird,Bruce George,Bruce,NA,"Baird, Bruce",NA,NA,male,1942-02-28,1942,Sydney,NA,1,0,NA,Q4977100,https://en.wikipedia.org/wiki/Bruce_Baird,NA,NA
Baker1841,Baker,Richard Chaffey,Richard,NA,"Baker, Richard",Sir,NA,male,1841-06-22,1841,North Adelaide,1911-03-18,0,1,NA,Q7323916,https://en.wikipedia.org/wiki/Richard_Baker_(Australian_politician),NA,NA
Baker1873,Baker,Francis Patrick,Francis,Francis Patrick,"Baker, Francis Patrick",NA,NA,male,1873-05-30,1873,Leyburn,1959-06-02,1,0,NA,Q5482147,https://en.wikipedia.org/wiki/Francis_Patrick_Baker,NA,NA
Baker1903,Baker,Francis Matthew John,Francis,Francis Matthew,"Baker, Francis Matthew",NA,NA,male,NA,1903,Bundaberg,1939-03-28,1,0,NA,Q5481881,https://en.wikipedia.org/wiki/Francis_Matthew_John_Baker,NA,NA
Baker1958,Baker,Mark Horden,Mark,NA,"Baker, Mark",NA,NA,male,1958-12-31,1958,Latrobe,NA,1,0,NA,Q6766644,https://en.wikipedia.org/wiki/Mark_Baker_(Australian_politician),NA,NA
Bakhap1866,Bakhap,Thomas Jerome Kingston,Thomas,NA,"Bakhap, Thomas",NA,NA,male,1866-10-29,1866,Ballarat,1923-08-18,0,1,NA,Q7787334,https://en.wikipedia.org/wiki/Thomas_Bakhap,NA,NA
Baldwin1951,Baldwin,Peter Jeremy,Peter,NA,"Baldwin, Peter",NA,NA,male,1951-04-12,1951,Aldershot,NA,1,0,NA,Q7172656,https://en.wikipedia.org/wiki/Peter_Baldwin_(politician),NA,NA
Baldwin1955,Baldwin,Robert Charles,Robert,Bob,"Baldwin, Bob",NA,NA,male,1955-03-09,1955,Gloucester,NA,1,0,NA,Q4931731,https://en.wikipedia.org/wiki/Bob_Baldwin,NA,NA
Bamford1849,Bamford,Frederick William,Frederick,NA,"Bamford, Frederick",NA,NA,male,1849-02-11,1849,Dubbo,1934-09-10,1,0,NA,Q5494524,https://en.wikipedia.org/wiki/Fred_Bamford,NA,NA
Bandidt1906,Bandidt,Henry Norman Charles,Henry,NA,"Bandidt, Henry",NA,NA,male,1906-10-12,1906,NA,1990-01-06,1,0,NA,Q5717744,https://en.wikipedia.org/wiki/Henry_Bandidt,NA,NA
Bandt1972,Bandt,Adam Paul,Adam,NA,"Bandt, Adam",NA,NA,male,1972-03-11,1972,Adelaide,NA,1,0,NA,Q4678672,https://en.wikipedia.org/wiki/Adam_Bandt,NA,NA
Banks1962,Banks,Julia Helen,Julia,NA,"Banks, Julia",NA,NA,female,1962-09-18,1962,Melbourne,NA,1,0,NA,Q25753048,https://en.wikipedia.org/wiki/Julia_Banks,NA,NA
Barker1846,Barker,Stephen,Stephen,NA,"Barker, Stephen",NA,NA,male,NA,1846,Sussex,1924-06-21,0,1,NA,Q7608649,https://en.wikipedia.org/wiki/Stephen_Barker_(politician),http://adb.anu.edu.au/biography/barker-stephen-5130,NA
Barnard1890,Barnard,Herbert Claude,Herbert,Claude,"Barnard, Claude",NA,NA,male,1890-10-16,1890,Mole Creek,1957-12-06,1,0,NA,Q5128701,https://en.wikipedia.org/wiki/Claude_Barnard,http://adb.anu.edu.au/biography/barnard-herbert-claude-9436,NA
Barnard1919,Barnard,Lance Herbert,Lance,NA,"Barnard, Lance",NA,NA,male,1919-05-01,1919,Launceston,1997-08-06,1,0,NA,Q3216921,https://en.wikipedia.org/wiki/Lance_Barnard,NA,NA
Barnes1868,Barnes,John,John,NA,"Barnes, John",NA,NA,male,1868-07-17,1868,Hamilton,1938-01-31,0,1,NA,Q6220757,https://en.wikipedia.org/wiki/John_Barnes_(Australian_politician),NA,NA
Barnes1901,Barnes,Charles Edward,Charles,Ced,"Barnes, Ced",NA,NA,male,1901-11-13,1901,Einasleigh,1998-10-24,1,0,NA,Q5075430,https://en.wikipedia.org/wiki/Charles_Barnes,NA,NA
Barnett1962,Barnett,Guy,Guy,NA,"Barnett, Guy",NA,NA,male,1962-04-05,1962,Launceston,NA,0,1,NA,Q5622071,https://en.wikipedia.org/wiki/Guy_Barnett_(Australian_politician),NA,NA
Barresi1955,Barresi,Phillip Anthony,Phillip,Phil,"Barresi, Phil",NA,NA,male,1955-08-08,1955,Patti,NA,1,0,NA,Q7181685,https://en.wikipedia.org/wiki/Phil_Barresi,NA,NA
Barrett1858,Barrett,John George,John,NA,"Barrett, John",NA,NA,male,1858-12-17,1858,Carlton,1928-05-19,0,1,NA,Q6220847,https://en.wikipedia.org/wiki/John_Barrett_(Australian_politician),NA,NA
Bartlett1949,Bartlett,Kerry Joseph,Kerry,NA,"Bartlett, Kerry",NA,NA,male,1949-04-15,1949,Sydney,NA,1,0,NA,Q6394456,https://en.wikipedia.org/wiki/Kerry_Bartlett,NA,NA
Bartlett1964,Bartlett,Andrew John Julian,Andrew,NA,"Bartlett, Andrew",NA,NA,male,1964-08-04,1964,Brisbane,NA,0,1,NA,Q16152123,https://en.wikipedia.org/wiki/Andrew_Bartlett,NA,NA
Barton1849,Barton,Edmund,Edmund,NA,"Barton, Edmund",Later Sir Edmund,NA,male,1849-01-18,1849,Glebe,1920-01-07,1,0,1,Q23342,https://en.wikipedia.org/wiki/Edmund_Barton,NA,NA
Barwell1877,Barwell,Henry Newman,Henry,NA,"Barwell, Henry",Sir,NA,male,1877-02-26,1877,Adelaide,1959-09-30,0,1,NA,Q5717859,https://en.wikipedia.org/wiki/Henry_Barwell,NA,NA
Barwick1903,Barwick,Garfield Edward John,Garfield,NA,"Barwick, Garfield",NA,Sir,male,1903-06-22,1903,Sydney,1997-07-13,1,0,NA,Q1445155,https://en.wikipedia.org/wiki/Garfield_Barwick,NA,NA
Batchelor1865,Batchelor,Egerton Lee,Egerton,Lee,"Batchelor, Lee",NA,NA,male,1865-04-10,1865,Adelaide,1911-10-08,1,0,NA,Q1811712,https://en.wikipedia.org/wiki/Lee_Batchelor,NA,NA
Bate1906,Bate,Henry Jefferson,Henry,Jeff,"Bate, Jeff",NA,NA,male,1906-03-05,1906,Tilba,1984-04-15,1,0,NA,Q6173310,https://en.wikipedia.org/wiki/Jeff_Bate,NA,NA
Baume1930,Baume,Michael Ehrenfried,Michael,NA,"Baume, Michael",NA,NA,male,1930-07-06,1930,Sydney,NA,1,1,NA,Q6828506,https://en.wikipedia.org/wiki/Michael_Baume,NA,NA
Baume1935,Baume,Peter Erne,Peter,NA,"Baume, Peter",NA,NA,male,1935-01-30,1935,Sydney,NA,0,1,NA,Q7172714,https://en.wikipedia.org/wiki/Peter_Baume,NA,NA
Bayley1882,Bayley,James Garfield,James,NA,"Bayley, James",NA,NA,male,1882-03-26,1882,Franklin,1968-01-14,1,0,NA,Q6129507,https://en.wikipedia.org/wiki/James_Bayley_(politician),NA,NA
Beahan1937,Beahan,Michael Eamon,Michael,NA,"Beahan, Michael",NA,NA,male,1937-01-21,1937,London,NA,0,1,NA,Q6828513,https://en.wikipedia.org/wiki/Michael_Beahan,NA,NA
Beale1898,Beale,Oliver Howard,Oliver,Howard,"Beale, Howard",NA,NA,male,1898-12-10,1898,Tamworth,1983-10-17,1,0,NA,Q5919090,https://en.wikipedia.org/wiki/Howard_Beale_(politician),NA,NA
Beale1934,Beale,Julian Howard,Julian,NA,"Beale, Julian",NA,NA,male,1934-10-10,1934,Sydney,NA,1,0,NA,Q6306972,https://en.wikipedia.org/wiki/Julian_Beale,NA,NA
Beard1866,Beard,Henry Elisha,Henry,NA,"Beard, Henry",NA,NA,male,1866-01-20,1866,NA,1910-12-18,1,0,NA,Q16043445,https://en.wikipedia.org/wiki/Henry_Beard_(politician),NA,Need to double check birthdate. https://www.parliament.vic.gov.au/about/people-in-parliament/re-member/details/24/1011
Beasley1895,Beasley,John Albert,John,Jack,"Beasley, Jack",NA,NA,male,1895-11-09,1895,Werribee,1949-09-02,1,0,NA,Q118588,https://en.wikipedia.org/wiki/Jack_Beasley,NA,NA
Beaton1925,Beaton,Noel Lawrence,Noel,NA,"Beaton, Noel",NA,NA,male,1925-12-28,1925,Mooroopna,2004-12-18,1,0,NA,Q7046845,https://en.wikipedia.org/wiki/Noel_Beaton,NA,NA
Beazley1917,Beazley,Kim Edward,Kim,Kim (Sr),"Beazley, Kim (Sr)",NA,NA,male,1917-09-30,1917,Northam,2007-10-12,1,0,NA,Q2266155,https://en.wikipedia.org/wiki/Kim_Beazley_Sr.,NA,NA
Beazley1948,Beazley,Kim Christian,Kim,Kim (Jr),"Beazley, Kim (Jr)",NA,NA,male,1948-12-14,1948,Perth,NA,1,0,NA,Q304561,https://en.wikipedia.org/wiki/Kim_Beazley,NA,NA
Beck1882,Beck,Arthur James,Arthur,NA,"Beck, Arthur",NA,NA,male,1882-07-08,1882,Launceston,1965-11-28,1,0,NA,Q4797963,https://en.wikipedia.org/wiki/Arthur_Beck,NA,"Have a look at that birthdate - is the decade wrong? Parliamentary handbook has 82, but wikipedia has 92."
Beddall1948,Beddall,David Peter,David,NA,"Beddall, David",NA,NA,male,1948-11-27,1948,Manchester,NA,1,0,NA,Q5231244,https://en.wikipedia.org/wiki/David_Beddall,NA,NA
Beerworth1886,Beerworth,Frederick Hubert,Frederick,NA,"Beerworth, Frederick",NA,NA,male,1886-05-17,1886,Quorn,1968-05-17,0,1,NA,Q5494595,https://en.wikipedia.org/wiki/Fred_Beerworth,NA,NA
Bell1968,Bell,Angie Marion,Angie,NA,"Bell, Angie",NA,NA,female,1968-07-11,1968,Adelaide,NA,1,0,NA,Q64226046,https://en.wikipedia.org/wiki/Angie_Bell,NA,NA
Bell1872,Bell,George John,George,NA,"Bell, George",Later Sir George,NA,male,1872-11-29,1872,Sale,1944-03-05,1,0,NA,Q5541108,https://en.wikipedia.org/wiki/George_John_Bell,NA,NA
Bell1950,Bell,Robert John,Robert,NA,"Bell, Robert",NA,NA,male,1950-07-22,1950,Hobart,2001-09-05,0,1,NA,Q7341998,https://en.wikipedia.org/wiki/Robert_Bell_(Australian_politician),NA,NA
Benn1897,Benn,Archibald Malcolm,Archibald,Archie,"Benn, Archie",NA,NA,male,1897-01-20,1897,Branxholme,1980-04-03,0,1,NA,Q4786617,https://en.wikipedia.org/wiki/Archie_Benn,NA,NA
Bennett1872,Bennett,Benjamin Holland,Benjamin,NA,"Bennett, Benjamin",NA,NA,male,NA,1872,Young,1939-07-12,1,0,NA,Q4888277,https://en.wikipedia.org/wiki/Benjamin_Bennett_(politician),NA,NA
Bennett1874,Bennett,James,James,NA,"Bennett, James",NA,NA,male,NA,1874,NA,1951-11-23,1,0,NA,Q6129670,https://en.wikipedia.org/wiki/James_Bennett_(Australian_politician),NA,NA
Bennett1933,Bennett,Adrian Frank,Adrian,NA,"Bennett, Adrian",NA,NA,male,1933-01-21,1933,Perth,2006-05-09,1,0,NA,Q4684867,https://en.wikipedia.org/wiki/Adrian_Bennett,NA,NA
Benny1869,Benny,Benjamin,Benjamin,NA,"Benny, Benjamin",NA,NA,male,1869-10-21,1869,Aldinga,1935-02-10,0,1,NA,Q4888279,https://en.wikipedia.org/wiki/Benjamin_Benny,NA,NA
Benson1909,Benson,Samuel James,Samuel,Sam,"Benson, Sam",NA,NA,male,1909-07-12,1909,Cheltenham,1995-07-26,1,0,NA,Q7407181,https://en.wikipedia.org/wiki/Sam_Benson,NA,NA
Berinson1932,Berinson,Joseph Max,Joseph,Joe,"Berinson, Joe",NA,NA,male,1932-01-07,1932,Highgate,2018-06-02,1,0,NA,Q6208614,https://en.wikipedia.org/wiki/Joe_Berinson,NA,NA
Bernardi1969,Bernardi,Cory,Cory,NA,"Bernardi, Cory",NA,NA,male,1969-11-06,1969,Adelaide,NA,0,1,NA,Q4354299,https://en.wikipedia.org/wiki/Cory_Bernardi,NA,NA
Berry1907,Berry,Douglas Reginald,Douglas,Doug,"Berry, Doug",NA,NA,male,1907-05-03,1907,Esk,1957-04-17,1,0,NA,Q5301249,https://en.wikipedia.org/wiki/Doug_Berry_(politician),NA,NA
Bessell1923,Bessell,Eric James,Eric,NA,"Bessell, Eric",NA,NA,male,1923-06-06,1923,Launceston,1979-03-10,0,1,NA,Q5386130,https://en.wikipedia.org/wiki/Eric_Bessell,NA,NA
Best1856,Best,Robert Wallace,Robert,NA,"Best, Robert",Later Sir Robert,NA,male,1856-06-18,1856,Collingwood,1946-03-27,1,1,NA,Q9310734,https://en.wikipedia.org/wiki/Robert_Best_(politician),NA,NA
Bevis1955,Bevis,Archibald Ronald,Archibald,Arch,"Bevis, Arch",NA,NA,male,1955-04-10,1955,Brisbane,NA,1,0,NA,Q4785288,https://en.wikipedia.org/wiki/Arch_Bevis,NA,NA
