LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
USA,QGDP,TOT,PC_CHGPP,Q,2007-Q2,0.63843452999999994,NA
USA,QGDP,TOT,PC_CHGPP,Q,2007-Q3,0.602306657,NA
USA,QGDP,TOT,PC_CHGPP,Q,2007-Q4,0.609644003,NA
USA,QGDP,TOT,PC_CHGPP,Q,2008-Q1,-0.407429474,NA
USA,QGDP,TOT,PC_CHGPP,Q,2008-Q2,0.572295345,NA
USA,QGDP,TOT,PC_CHGPP,Q,2008-Q3,-0.526892902,NA
USA,QGDP,TOT,PC_CHGPP,Q,2008-Q4,-2.183097148,NA
USA,QGDP,TOT,PC_CHGPP,Q,2009-Q1,-1.165722531,NA
USA,QGDP,TOT,PC_CHGPP,Q,2009-Q2,-0.169238139,NA
USA,QGDP,TOT,PC_CHGPP,Q,2009-Q3,0.361929991,NA
USA,QGDP,TOT,PC_CHGPP,Q,2009-Q4,1.06796195,NA
USA,QGDP,TOT,PC_CHGPP,Q,2010-Q1,0.500053481,NA
USA,QGDP,TOT,PC_CHGPP,Q,2010-Q2,0.967704639,NA
USA,QGDP,TOT,PC_CHGPP,Q,2010-Q3,0.77314415,NA
USA,QGDP,TOT,PC_CHGPP,Q,2010-Q4,0.519595159,NA
USA,QGDP,TOT,PC_CHGPP,Q,2011-Q1,-0.240916068,NA
USA,QGDP,TOT,PC_CHGPP,Q,2011-Q2,0.678050751,NA
USA,QGDP,TOT,PC_CHGPP,Q,2011-Q3,-0.038767163,NA
USA,QGDP,TOT,PC_CHGPP,Q,2011-Q4,1.121678183,NA
USA,QGDP,TOT,PC_CHGPP,Q,2012-Q1,0.817922845,NA
USA,QGDP,TOT,PC_CHGPP,Q,2012-Q2,0.455859987,NA
USA,QGDP,TOT,PC_CHGPP,Q,2012-Q3,0.174882978,NA
USA,QGDP,TOT,PC_CHGPP,Q,2012-Q4,0.109838067,NA
USA,QGDP,TOT,PC_CHGPP,Q,2013-Q1,0.867789548,NA
USA,QGDP,TOT,PC_CHGPP,Q,2013-Q2,0.13938522,NA
USA,QGDP,TOT,PC_CHGPP,Q,2013-Q3,0.791653411,NA
USA,QGDP,TOT,PC_CHGPP,Q,2013-Q4,0.711171002,NA
USA,QGDP,TOT,PC_CHGPP,Q,2014-Q1,-0.350109737,NA
USA,QGDP,TOT,PC_CHGPP,Q,2014-Q2,1.284128907,NA
USA,QGDP,TOT,PC_CHGPP,Q,2014-Q3,1.164961644,NA
USA,QGDP,TOT,PC_CHGPP,Q,2014-Q4,0.448993402,NA
USA,QGDP,TOT,PC_CHGPP,Q,2015-Q1,0.813313626,NA
USA,QGDP,TOT,PC_CHGPP,Q,2015-Q2,0.580001432,NA
USA,QGDP,TOT,PC_CHGPP,Q,2015-Q3,0.323372673,NA
USA,QGDP,TOT,PC_CHGPP,Q,2015-Q4,0.146234347,NA
USA,QGDP,TOT,PC_CHGPP,Q,2016-Q1,0.589179869,NA
USA,QGDP,TOT,PC_CHGPP,Q,2016-Q2,0.302388807,NA
USA,QGDP,TOT,PC_CHGPP,Q,2016-Q3,0.601115379,NA
USA,QGDP,TOT,PC_CHGPP,Q,2016-Q4,0.496888796,NA
USA,QGDP,TOT,PC_CHGPP,Q,2017-Q1,0.471931042,NA
USA,QGDP,TOT,PC_CHGPP,Q,2017-Q2,0.559764823,NA
USA,QGDP,TOT,PC_CHGPP,Q,2017-Q3,0.719149991,NA
USA,QGDP,TOT,PC_CHGPP,Q,2017-Q4,0.940399838,NA
USA,QGDP,TOT,PC_CHGPP,Q,2018-Q1,0.762854036,NA
USA,QGDP,TOT,PC_CHGPP,Q,2018-Q2,0.833910909,NA
USA,QGDP,TOT,PC_CHGPP,Q,2018-Q3,0.481952559,NA
USA,QGDP,TOT,PC_CHGPP,Q,2018-Q4,0.223141835,NA
USA,QGDP,TOT,PC_CHGPP,Q,2019-Q1,0.59779029,NA
USA,QGDP,TOT,PC_CHGPP,Q,2019-Q2,0.792924408,NA
USA,QGDP,TOT,PC_CHGPP,Q,2019-Q3,0.685498791,NA
USA,QGDP,TOT,PC_CHGPP,Q,2019-Q4,0.469097618,NA
USA,QGDP,TOT,PC_CHGPP,Q,2020-Q1,-1.303582746,NA
USA,QGDP,TOT,PC_CHGPP,Q,2020-Q2,-8.937250501,NA
USA,QGDP,TOT,PC_CHGPP,Q,2020-Q3,7.547534636,NA
USA,QGDP,TOT,PC_CHGPP,Q,2020-Q4,1.115276766,NA
USA,QGDP,TOT,PC_CHGPP,Q,2021-Q1,1.533889627,NA
USA,QGDP,TOT,PC_CHGPP,Q,2021-Q2,1.64074654,NA
USA,QGDP,TOT,PC_CHGPP,Q,2021-Q3,0.570948111,NA
PRT,QGDP,TOT,PC_CHGPY,Q,1961-Q1,4.304230975,E
PRT,QGDP,TOT,PC_CHGPY,Q,1961-Q2,5.22169497,E
PRT,QGDP,TOT,PC_CHGPY,Q,1961-Q3,5.920135217,E
PRT,QGDP,TOT,PC_CHGPY,Q,1961-Q4,6.399767825,E
PRT,QGDP,TOT,PC_CHGPY,Q,1962-Q1,6.664279093,E
PRT,QGDP,TOT,PC_CHGPY,Q,1962-Q2,6.762632608,E
PRT,QGDP,TOT,PC_CHGPY,Q,1962-Q3,6.702057323,E
PRT,QGDP,TOT,PC_CHGPY,Q,1962-Q4,6.490039608,E
PRT,QGDP,TOT,PC_CHGPY,Q,1963-Q1,6.134400396,E
PRT,QGDP,TOT,PC_CHGPY,Q,1963-Q2,5.910975215,E
PRT,QGDP,TOT,PC_CHGPY,Q,1963-Q3,5.81300404,E
PRT,QGDP,TOT,PC_CHGPY,Q,1963-Q4,5.834761778,E
PRT,QGDP,TOT,PC_CHGPY,Q,1964-Q1,5.971237502,E
PRT,QGDP,TOT,PC_CHGPY,Q,1964-Q2,6.264625869,E
PRT,QGDP,TOT,PC_CHGPY,Q,1964-Q3,6.708180336,E
PRT,QGDP,TOT,PC_CHGPY,Q,1964-Q4,7.294715415,E
PRT,QGDP,TOT,PC_CHGPY,Q,1965-Q1,8.017283403,E
PRT,QGDP,TOT,PC_CHGPY,Q,1965-Q2,8.078711633,E
PRT,QGDP,TOT,PC_CHGPY,Q,1965-Q3,7.510968374,E
PRT,QGDP,TOT,PC_CHGPY,Q,1965-Q4,6.351470263,E
PRT,QGDP,TOT,PC_CHGPY,Q,1966-Q1,4.641394703,E
PRT,QGDP,TOT,PC_CHGPY,Q,1966-Q2,3.757119338,E
PRT,QGDP,TOT,PC_CHGPY,Q,1966-Q3,3.646398429,E
PRT,QGDP,TOT,PC_CHGPY,Q,1966-Q4,4.277713759,E
PRT,QGDP,TOT,PC_CHGPY,Q,1967-Q1,5.637748215,E
PRT,QGDP,TOT,PC_CHGPY,Q,1967-Q2,6.942624099,E
PRT,QGDP,TOT,PC_CHGPY,Q,1967-Q3,8.180645555,E
PRT,QGDP,TOT,PC_CHGPY,Q,1967-Q4,9.34170357,E
PRT,QGDP,TOT,PC_CHGPY,Q,1968-Q1,10.41790887,E
PRT,QGDP,TOT,PC_CHGPY,Q,1968-Q2,10.206450527,E
PRT,QGDP,TOT,PC_CHGPY,Q,1968-Q3,8.788009085,E
PRT,QGDP,TOT,PC_CHGPY,Q,1968-Q4,6.257647541,E
PRT,QGDP,TOT,PC_CHGPY,Q,1969-Q1,2.689879993,E
PRT,QGDP,TOT,PC_CHGPY,Q,1969-Q2,0.549384166,E
PRT,QGDP,TOT,PC_CHGPY,Q,1969-Q3,1.413080435,E
PRT,QGDP,TOT,PC_CHGPY,Q,1969-Q4,3.82646095,E
PRT,QGDP,TOT,PC_CHGPY,Q,1970-Q1,7.491879766,E
PRT,QGDP,TOT,PC_CHGPY,Q,1970-Q2,10.913052805,E
PRT,QGDP,TOT,PC_CHGPY,Q,1970-Q3,9.496946693,E
PRT,QGDP,TOT,PC_CHGPY,Q,1970-Q4,8.573941264,E
PRT,QGDP,TOT,PC_CHGPY,Q,1971-Q1,5.47193606,E
PRT,QGDP,TOT,PC_CHGPY,Q,1971-Q2,6.46671997,E
PRT,QGDP,TOT,PC_CHGPY,Q,1971-Q3,6.397823273,E
PRT,QGDP,TOT,PC_CHGPY,Q,1971-Q4,8.121720146,E
PRT,QGDP,TOT,PC_CHGPY,Q,1972-Q1,8.089314908,E
PRT,QGDP,TOT,PC_CHGPY,Q,1972-Q2,5.986622547,E
PRT,QGDP,TOT,PC_CHGPY,Q,1972-Q3,10.538172441,E
PRT,QGDP,TOT,PC_CHGPY,Q,1972-Q4,7.459234831,E
PRT,QGDP,TOT,PC_CHGPY,Q,1973-Q1,11.813054079,E
PRT,QGDP,TOT,PC_CHGPY,Q,1973-Q2,12.001911494,E
PRT,QGDP,TOT,PC_CHGPY,Q,1973-Q3,9.956853771,E
PRT,QGDP,TOT,PC_CHGPY,Q,1973-Q4,11.108521497,E
PRT,QGDP,TOT,PC_CHGPY,Q,1974-Q1,7.423312598,E
PRT,QGDP,TOT,PC_CHGPY,Q,1974-Q2,3.059633965,E
PRT,QGDP,TOT,PC_CHGPY,Q,1974-Q3,-1.58756096,E
PRT,QGDP,TOT,PC_CHGPY,Q,1974-Q4,-3.87999106,E
PRT,QGDP,TOT,PC_CHGPY,Q,1975-Q1,-6.303166738,E
PRT,QGDP,TOT,PC_CHGPY,Q,1975-Q2,-5.785300664,E
PRT,QGDP,TOT,PC_CHGPY,Q,1975-Q3,-4.095495491,E
PRT,QGDP,TOT,PC_CHGPY,Q,1975-Q4,-1.082823198,E
PRT,QGDP,TOT,PC_CHGPY,Q,1976-Q1,3.349627086,E
PRT,QGDP,TOT,PC_CHGPY,Q,1976-Q2,7.52532039,E
PRT,QGDP,TOT,PC_CHGPY,Q,1976-Q3,7.910616693,E
PRT,QGDP,TOT,PC_CHGPY,Q,1976-Q4,8.820955651,E
PRT,QGDP,TOT,PC_CHGPY,Q,1977-Q1,7.245682769,E
PRT,QGDP,TOT,PC_CHGPY,Q,1977-Q2,5.572512458,E
PRT,QGDP,TOT,PC_CHGPY,Q,1977-Q3,6.140318332,E
PRT,QGDP,TOT,PC_CHGPY,Q,1977-Q4,3.56440774,E
PRT,QGDP,TOT,PC_CHGPY,Q,1978-Q1,3.112201535,E
PRT,QGDP,TOT,PC_CHGPY,Q,1978-Q2,2.691383137,E
PRT,QGDP,TOT,PC_CHGPY,Q,1978-Q3,2.216226293,E
PRT,QGDP,TOT,PC_CHGPY,Q,1978-Q4,3.245361669,E
PRT,QGDP,TOT,PC_CHGPY,Q,1979-Q1,3.843736535,E
PRT,QGDP,TOT,PC_CHGPY,Q,1979-Q2,5.54859592,E
PRT,QGDP,TOT,PC_CHGPY,Q,1979-Q3,6.380889649,E
PRT,QGDP,TOT,PC_CHGPY,Q,1979-Q4,6.74494611,E
PRT,QGDP,TOT,PC_CHGPY,Q,1980-Q1,7.284454126,E
PRT,QGDP,TOT,PC_CHGPY,Q,1980-Q2,5.0227779870000004,E
PRT,QGDP,TOT,PC_CHGPY,Q,1980-Q3,3.290390703,E
PRT,QGDP,TOT,PC_CHGPY,Q,1980-Q4,2.891256401,E
PRT,QGDP,TOT,PC_CHGPY,Q,1981-Q1,1.749246704,E
PRT,QGDP,TOT,PC_CHGPY,Q,1981-Q2,1.857852665,E
PRT,QGDP,TOT,PC_CHGPY,Q,1981-Q3,2.032554575,E
PRT,QGDP,TOT,PC_CHGPY,Q,1981-Q4,0.844415482,E
PRT,QGDP,TOT,PC_CHGPY,Q,1982-Q1,2.831411312,E
PRT,QGDP,TOT,PC_CHGPY,Q,1982-Q2,1.36695612,E
PRT,QGDP,TOT,PC_CHGPY,Q,1982-Q3,2.00699983,E
PRT,QGDP,TOT,PC_CHGPY,Q,1982-Q4,2.335787302,E
PRT,QGDP,TOT,PC_CHGPY,Q,1983-Q1,0.83359598,E
PRT,QGDP,TOT,PC_CHGPY,Q,1983-Q2,1.293490896,E
PRT,QGDP,TOT,PC_CHGPY,Q,1983-Q3,-0.682358487,E
PRT,QGDP,TOT,PC_CHGPY,Q,1983-Q4,-2.12369048,E
PRT,QGDP,TOT,PC_CHGPY,Q,1984-Q1,-3.765904581,E
PRT,QGDP,TOT,PC_CHGPY,Q,1984-Q2,-3.901506084,E
PRT,QGDP,TOT,PC_CHGPY,Q,1984-Q3,-0.092261707,E
PRT,QGDP,TOT,PC_CHGPY,Q,1984-Q4,0.330954512,E
PRT,QGDP,TOT,PC_CHGPY,Q,1985-Q1,2.211011185,E
PRT,QGDP,TOT,PC_CHGPY,Q,1985-Q2,4.2851239,E
PRT,QGDP,TOT,PC_CHGPY,Q,1985-Q3,1.456021465,E
PRT,QGDP,TOT,PC_CHGPY,Q,1985-Q4,3.305567204,E
PRT,QGDP,TOT,PC_CHGPY,Q,1986-Q1,3.542920579,E
PRT,QGDP,TOT,PC_CHGPY,Q,1986-Q2,3.70130734,E
PRT,QGDP,TOT,PC_CHGPY,Q,1986-Q3,4.647721737,E
PRT,QGDP,TOT,PC_CHGPY,Q,1986-Q4,4.661705392,E
PRT,QGDP,TOT,PC_CHGPY,Q,1987-Q1,5.162007525,E
PRT,QGDP,TOT,PC_CHGPY,Q,1987-Q2,5.653281801,E
PRT,QGDP,TOT,PC_CHGPY,Q,1987-Q3,6.71693715,E
PRT,QGDP,TOT,PC_CHGPY,Q,1987-Q4,6.29341783,E
PRT,QGDP,TOT,PC_CHGPY,Q,1988-Q1,9.16593966,E
PRT,QGDP,TOT,PC_CHGPY,Q,1988-Q2,7.934806632,E
PRT,QGDP,TOT,PC_CHGPY,Q,1988-Q3,7.100694309,E
PRT,QGDP,TOT,PC_CHGPY,Q,1988-Q4,7.229492154,E
PRT,QGDP,TOT,PC_CHGPY,Q,1989-Q1,6.418678551,E
PRT,QGDP,TOT,PC_CHGPY,Q,1989-Q2,4.438584578,E
PRT,QGDP,TOT,PC_CHGPY,Q,1989-Q3,5.693081157,E
PRT,QGDP,TOT,PC_CHGPY,Q,1989-Q4,5.185499043,E
PRT,QGDP,TOT,PC_CHGPY,Q,1990-Q1,2.399309825,E
PRT,QGDP,TOT,PC_CHGPY,Q,1990-Q2,5.810788625,E
PRT,QGDP,TOT,PC_CHGPY,Q,1990-Q3,4.488480181,E
PRT,QGDP,TOT,PC_CHGPY,Q,1990-Q4,6.38106635,E
PRT,QGDP,TOT,PC_CHGPY,Q,1991-Q1,2.855283649,E
PRT,QGDP,TOT,PC_CHGPY,Q,1991-Q2,2.948468552,E
PRT,QGDP,TOT,PC_CHGPY,Q,1991-Q3,3.331830515,E
PRT,QGDP,TOT,PC_CHGPY,Q,1991-Q4,0.679243402,E
PRT,QGDP,TOT,PC_CHGPY,Q,1992-Q1,4.905103333,E
PRT,QGDP,TOT,PC_CHGPY,Q,1992-Q2,1.939972161,E
PRT,QGDP,TOT,PC_CHGPY,Q,1992-Q3,0.508253299,E
PRT,QGDP,TOT,PC_CHGPY,Q,1992-Q4,0.324157029,E
PRT,QGDP,TOT,PC_CHGPY,Q,1993-Q1,-2.719594084,E
PRT,QGDP,TOT,PC_CHGPY,Q,1993-Q2,-1.76772333,E
PRT,QGDP,TOT,PC_CHGPY,Q,1993-Q3,-0.741093157,E
PRT,QGDP,TOT,PC_CHGPY,Q,1993-Q4,-0.24897242,E
PRT,QGDP,TOT,PC_CHGPY,Q,1994-Q1,1.426321021,E
PRT,QGDP,TOT,PC_CHGPY,Q,1994-Q2,2.68916016,E
PRT,QGDP,TOT,PC_CHGPY,Q,1994-Q3,2.441003251,E
PRT,QGDP,TOT,PC_CHGPY,Q,1994-Q4,3.325675959,E
PRT,QGDP,TOT,PC_CHGPY,Q,1995-Q1,3.156940472,NA
PRT,QGDP,TOT,PC_CHGPY,Q,1995-Q2,3.038099685,NA
PRT,QGDP,TOT,PC_CHGPY,Q,1995-Q3,3.019269921,NA
PRT,QGDP,TOT,PC_CHGPY,Q,1995-Q4,2.485423689,NA
PRT,QGDP,TOT,PC_CHGPY,Q,1996-Q1,3.114674906,NA
PRT,QGDP,TOT,PC_CHGPY,Q,1996-Q2,3.135435389,NA
PRT,QGDP,TOT,PC_CHGPY,Q,1996-Q3,4.083239602,NA
PRT,QGDP,TOT,PC_CHGPY,Q,1996-Q4,3.674688619,NA
PRT,QGDP,TOT,PC_CHGPY,Q,1997-Q1,4.553999969,NA
PRT,QGDP,TOT,PC_CHGPY,Q,1997-Q2,4.25348435,NA
PRT,QGDP,TOT,PC_CHGPY,Q,1997-Q3,4.196041148,NA
PRT,QGDP,TOT,PC_CHGPY,Q,1997-Q4,4.601245602,NA
PRT,QGDP,TOT,PC_CHGPY,Q,1998-Q1,4.398434698,NA
PRT,QGDP,TOT,PC_CHGPY,Q,1998-Q2,5.047223434,NA
PRT,QGDP,TOT,PC_CHGPY,Q,1998-Q3,4.847647587,NA
PRT,QGDP,TOT,PC_CHGPY,Q,1998-Q4,4.931888145,NA
PRT,QGDP,TOT,PC_CHGPY,Q,1999-Q1,4.809349106,NA
PRT,QGDP,TOT,PC_CHGPY,Q,1999-Q2,3.76305499,NA
PRT,QGDP,TOT,PC_CHGPY,Q,1999-Q3,3.631586651,NA
PRT,QGDP,TOT,PC_CHGPY,Q,1999-Q4,3.447603511,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2000-Q1,4.36261334,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2000-Q2,3.271881856,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2000-Q3,3.767341175,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2000-Q4,3.865423683,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2001-Q1,1.28655306,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2001-Q2,2.809783105,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2001-Q3,1.473782928,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2001-Q4,2.209251062,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2002-Q1,2.712151949,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2002-Q2,1.255985013,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2002-Q3,0.649396005,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2002-Q4,-1.48022333,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2003-Q1,-1.551766468,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2003-Q2,-1.97190001,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2003-Q3,-0.651382451,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2003-Q4,0.473932977,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2004-Q1,1.274706115,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2004-Q2,2.767450994,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2004-Q3,1.903675089,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2004-Q4,1.219915938,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2005-Q1,1.085613464,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2005-Q2,0.881126993,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2005-Q3,0.365490739,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2005-Q4,0.79709233,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2006-Q1,0.845485679,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2006-Q2,1.444794216,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2006-Q3,1.810916905,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2006-Q4,2.39958247,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2007-Q1,2.638146476,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2007-Q2,2.10749605,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2007-Q3,2.433312185,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2007-Q4,2.846505813,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2008-Q1,1.783361064,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2008-Q2,0.835148152,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2008-Q3,0.544806431,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2008-Q4,-1.851532345,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2009-Q1,-4.328946865,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2009-Q2,-3.769342325,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2009-Q3,-2.840185393,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2009-Q4,-1.521659332,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2010-Q1,1.852117731,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2010-Q2,2.323261872,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2010-Q3,1.513466221,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2010-Q4,1.268103738,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2011-Q1,-0.222233209,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2011-Q2,-1.196017007,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2011-Q3,-2.049629081,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2011-Q4,-3.310166708,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2012-Q1,-3.19826619,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2012-Q2,-4.091744129,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2012-Q3,-4.428694766,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2012-Q4,-4.527642954,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2013-Q1,-3.604207477,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2013-Q2,-1.546055897,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2013-Q3,-0.560105728,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2013-Q4,2.143056093,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2014-Q1,1.066874721,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2014-Q2,0.639918033,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2014-Q3,0.875727424,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2014-Q4,0.590349244,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2015-Q1,1.892981477,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2015-Q2,1.857357964,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2015-Q3,1.876774457,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2015-Q4,1.543573076,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2016-Q1,1.363934383,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2016-Q2,1.365877713,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2016-Q3,2.439463797,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2016-Q4,2.901011108,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2017-Q1,3.622097634,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2017-Q2,3.834597164,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2017-Q3,3.342896141,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2017-Q4,3.233822787,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2018-Q1,2.781332358,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2018-Q2,3.06183269,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2018-Q3,2.888588032,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2018-Q4,2.667707197,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2019-Q1,2.824818654,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2019-Q2,2.605571366,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2019-Q3,2.540924798,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2019-Q4,2.760684181,NA
PRT,QGDP,TOT,PC_CHGPY,Q,2020-Q1,-2.634006101,P
PRT,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-17.945345509,P
PRT,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-6.338843252,P
PRT,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-6.849309852,P
PRT,QGDP,TOT,PC_CHGPY,Q,2021-Q1,-5.72386132,P
PRT,QGDP,TOT,PC_CHGPY,Q,2021-Q2,16.128373849,P
PRT,QGDP,TOT,PC_CHGPY,Q,2021-Q3,4.190147084,P
SVK,QGDP,TOT,PC_CHGPP,Q,1993-Q2,1.3909376,E
SVK,QGDP,TOT,PC_CHGPP,Q,1993-Q3,1.159824799,E
SVK,QGDP,TOT,PC_CHGPP,Q,1993-Q4,1.506506636,E
SVK,QGDP,TOT,PC_CHGPP,Q,1994-Q1,1.788229087,E
SVK,QGDP,TOT,PC_CHGPP,Q,1994-Q2,1.218534052,E
SVK,QGDP,TOT,PC_CHGPP,Q,1994-Q3,1.899671272,E
SVK,QGDP,TOT,PC_CHGPP,Q,1994-Q4,1.416354765,E
SVK,QGDP,TOT,PC_CHGPP,Q,1995-Q1,1.516137119,NA
SVK,QGDP,TOT,PC_CHGPP,Q,1995-Q2,1.665255225,NA
SVK,QGDP,TOT,PC_CHGPP,Q,1995-Q3,0.584375334,NA
SVK,QGDP,TOT,PC_CHGPP,Q,1995-Q4,1.902765321,NA
SVK,QGDP,TOT,PC_CHGPP,Q,1996-Q1,1.689970417,NA
SVK,QGDP,TOT,PC_CHGPP,Q,1996-Q2,1.181136607,NA
SVK,QGDP,TOT,PC_CHGPP,Q,1996-Q3,2.50228209,NA
SVK,QGDP,TOT,PC_CHGPP,Q,1996-Q4,1.96749614,NA
SVK,QGDP,TOT,PC_CHGPP,Q,1997-Q1,0.990933663,NA
SVK,QGDP,TOT,PC_CHGPP,Q,1997-Q2,1.485837377,NA
SVK,QGDP,TOT,PC_CHGPP,Q,1997-Q3,1.65897196,NA
SVK,QGDP,TOT,PC_CHGPP,Q,1997-Q4,-0.527184735,NA
SVK,QGDP,TOT,PC_CHGPP,Q,1998-Q1,1.763985437,NA
SVK,QGDP,TOT,PC_CHGPP,Q,1998-Q2,0.015615062,NA
SVK,QGDP,TOT,PC_CHGPP,Q,1998-Q3,-0.816682172,NA
SVK,QGDP,TOT,PC_CHGPP,Q,1998-Q4,7.524898443,NA
SVK,QGDP,TOT,PC_CHGPP,Q,1999-Q1,-3.336699414,NA
SVK,QGDP,TOT,PC_CHGPP,Q,1999-Q2,-1.697182763,NA
SVK,QGDP,TOT,PC_CHGPP,Q,1999-Q3,-0.623582755,NA
SVK,QGDP,TOT,PC_CHGPP,Q,1999-Q4,-0.452630729,NA
SVK,QGDP,TOT,PC_CHGPP,Q,2000-Q1,1.064260957,NA
SVK,QGDP,TOT,PC_CHGPP,Q,2000-Q2,0.990647992,NA
SVK,QGDP,TOT,PC_CHGPP,Q,2000-Q3,0.608602889,NA
SVK,QGDP,TOT,PC_CHGPP,Q,2000-Q4,0.568828935,NA
SVK,QGDP,TOT,PC_CHGPP,Q,2001-Q1,0.7095832,NA
SVK,QGDP,TOT,PC_CHGPP,Q,2001-Q2,1.053496946,NA
SVK,QGDP,TOT,PC_CHGPP,Q,2001-Q3,0.388533175,NA
SVK,QGDP,TOT,PC_CHGPP,Q,2001-Q4,2.16104045,NA
SVK,QGDP,TOT,PC_CHGPP,Q,2002-Q1,0.322354662,NA
SVK,QGDP,TOT,PC_CHGPP,Q,2002-Q2,1.006510923,NA
SVK,QGDP,TOT,PC_CHGPP,Q,2002-Q3,2.240056321,NA
SVK,QGDP,TOT,PC_CHGPP,Q,2002-Q4,0.668846888,NA
SVK,QGDP,TOT,PC_CHGPP,Q,2003-Q1,1.775973192,NA
SVK,QGDP,TOT,PC_CHGPP,Q,2003-Q2,1.508209968,NA
SVK,QGDP,TOT,PC_CHGPP,Q,2003-Q3,0.400210028,NA
