user,month,comments
493,march,1
494,march,0
495,march,5
496,march,1
497,march,2
498,march,4
499,march,2
500,march,2
501,march,0
502,march,3
503,march,2
504,march,1
505,march,2
506,march,10
507,march,2
508,march,1
509,march,1
510,march,6
511,march,0
512,march,8
513,march,6
514,march,0
515,march,5
516,march,2
517,march,15
518,march,1
519,march,0
520,march,4
521,march,3
522,march,1
523,march,1
524,march,2
525,march,1
526,march,0
527,march,1
528,march,0
529,march,8
530,march,0
531,march,3
532,march,1
533,march,2
534,march,8
535,march,1
536,march,3
537,march,1
538,march,2
539,march,1
540,march,0
541,march,8
542,march,1
543,march,3
544,march,9
545,march,13
546,march,1
547,march,1
548,march,2
549,march,0
550,march,0
551,march,1
552,march,0
553,march,0
554,march,1
555,march,2
556,march,1
557,march,4
558,march,5
559,march,2
560,march,7
561,march,4
562,march,1
563,march,0
564,march,7
565,march,3
566,march,0
567,march,0
568,march,2
569,march,2
570,march,3
571,march,10
572,march,12
573,march,0
574,march,5
575,march,4
576,march,1
577,march,1
578,march,6
579,march,0
580,march,5
581,march,1
582,march,0
583,march,7
584,march,1
585,march,5
586,march,0
587,march,4
588,march,2
589,march,1
590,march,2
591,march,2
592,march,1
593,march,2
594,march,2
595,march,2
596,march,6
597,march,3
598,march,1
599,march,0
600,march,1
601,march,2
602,march,4
603,march,1
604,march,3
605,march,2
606,march,5
607,march,3
608,march,6
609,march,1
610,march,3
611,march,6
612,march,1
613,march,1
614,march,1
615,march,4
616,march,3
617,march,3
618,march,2
619,march,8
620,march,1
621,march,0
622,march,3
623,march,4
624,march,3
625,march,0
626,march,6
627,march,1
628,march,1
629,march,2
630,march,1
631,march,6
632,march,2
633,march,0
634,march,1
635,march,0
636,march,5
637,march,1
638,march,1
639,march,4
640,march,1
641,march,3
642,march,6
643,march,1
644,march,2
645,march,7
646,march,3
647,march,1
648,march,5
649,march,7
650,march,0
651,march,2
652,march,4
653,march,7
654,march,0
655,march,5
656,march,2
657,march,1
658,march,5
659,march,2
660,march,2
661,march,3
662,march,0
663,march,5
664,march,2
665,march,5
666,march,3
667,march,3
668,march,1
669,march,2
670,march,8
671,march,3
672,march,5
673,march,6
674,march,3
675,march,0
676,march,1
677,march,1
678,march,1
679,march,1
680,march,7
681,march,2
682,march,2
683,march,1
684,march,8
685,march,2
686,march,2
687,march,5
688,march,6
689,march,8
690,march,2
691,march,1
692,march,8
693,march,0
694,march,5
695,march,3
696,march,0
697,march,2
698,march,3
699,march,7
700,march,4
701,march,1
702,march,3
703,march,1
704,march,2
705,march,4
706,march,12
707,march,13
708,march,5
709,march,6
710,march,0
711,march,1
712,march,5
713,march,1
714,march,0
715,march,3
716,march,0
717,march,2
718,march,1
719,march,4
720,march,1
721,march,4
722,march,2
723,march,0
724,march,12
725,march,8
726,march,2
727,march,4
728,march,3
729,march,0
730,march,2
731,march,7
732,march,5
733,march,0
734,march,0
735,march,3
736,march,1
737,march,2
738,march,3
739,march,1
740,march,2
741,march,11
742,march,0
743,march,5
744,march,1
745,march,2
746,march,2
747,march,1
748,march,3
749,march,5
750,march,5
751,march,3
752,march,0
753,march,4
754,march,7
755,march,13
756,march,0
757,march,0
758,march,0
759,march,3
760,march,8
761,march,0
762,march,5
763,march,3
764,march,8
765,march,1
766,march,3
767,march,2
768,march,5
769,march,8
770,march,6
771,march,8
772,march,6
773,march,1
774,march,2
775,march,4
776,march,3
777,march,0
778,march,5
779,march,1
780,march,1
781,march,1
782,march,0
783,march,4
784,march,3
785,march,8
786,march,4
787,march,1
788,march,2
789,march,0
790,march,3
791,march,1
792,march,0
793,march,2
794,march,1
795,march,2
796,march,4
797,march,4
798,march,1
799,march,1
800,march,5
801,march,5
802,march,4
803,march,0
804,march,1
805,march,12
806,march,5
807,march,2
808,march,3
809,march,3
810,march,5
811,march,4
812,march,3
813,march,3
814,march,2
815,march,1
816,march,1
817,march,0
818,march,0
819,march,5
820,march,1
821,march,3
822,march,3
823,march,5
824,march,2
825,march,0
826,march,0
827,march,2
828,march,1
829,march,0
830,march,2
831,march,2
832,march,4
833,march,3
834,march,2
835,march,2
836,march,5
837,march,4
838,march,2
839,march,0
840,march,8
841,march,3
842,march,10
843,march,1
844,march,2
845,march,2
846,march,3
847,march,0
848,march,2
849,march,0
850,march,6
851,march,1
852,march,3
853,march,3
854,march,6
855,march,1
856,march,0
857,march,2
858,march,3
859,march,5
860,march,4
861,march,3
862,march,0
863,march,4
864,march,2
865,march,5
866,march,2
867,march,7
868,march,2
869,march,8
870,march,5
871,march,2
872,march,4
873,march,4
874,march,4
875,march,3
876,march,2
877,march,2
878,march,3
879,march,4
880,march,4
881,march,5
882,march,1
883,march,6
884,march,1
885,march,2
886,march,1
887,march,9
888,march,17
889,march,8
890,march,4
891,march,1
892,march,3
893,march,3
894,march,3
895,march,2
896,march,1
897,march,4
898,march,2
899,march,0
900,march,4
901,march,13
902,march,8
903,march,2
904,march,3
905,march,2
906,march,5
907,march,5
908,march,0
909,march,6
910,march,3
911,march,3
912,march,3
913,march,1
914,march,3
915,march,1
916,march,0
917,march,1
918,march,3
919,march,0
920,march,6
921,march,2
922,march,1
923,march,2
924,march,14
925,march,6
926,march,2
927,march,4
928,march,0
929,march,1
930,march,6
931,march,11
932,march,1
933,march,9
934,march,1
935,march,3
936,march,0
937,march,3
938,march,2
939,march,1
940,march,2
941,march,3
942,march,6
943,march,4
944,march,2
945,march,5
946,march,1
947,march,9
948,march,6
949,march,7
950,march,0
951,march,2
952,march,2
953,march,6
954,march,5
955,march,3
956,march,1
957,march,10
958,march,1
959,march,3
960,march,1
961,march,4
962,march,4
963,march,1
964,march,1
965,march,3
966,march,0
967,march,3
968,march,8
969,march,4
970,march,2
971,march,4
972,march,1
973,march,3
974,march,2
975,march,7
976,march,4
977,march,2
978,march,2
979,march,0
980,march,1
981,march,3
982,march,1
983,march,2
984,march,2
985,march,1
986,march,4
987,march,1
988,march,4
989,march,1
990,march,1
991,march,3
992,march,0
993,march,2
994,march,0
995,march,2
996,march,1
997,march,3
998,march,1
999,march,4
1000,march,2
