user,month,comments
240,october,0
241,october,7
242,october,1
243,october,1
244,october,1
245,october,4
246,october,0
247,october,2
248,october,2
249,october,7
250,october,3
251,october,2
252,october,1
253,october,3
254,october,0
255,october,2
256,october,1
257,october,0
258,october,2
259,october,2
260,october,0
261,october,2
262,october,1
263,october,8
264,october,2
265,october,2
266,october,1
267,october,0
268,october,5
269,october,4
270,october,4
271,october,2
272,october,1
273,october,4
274,october,0
275,october,2
276,october,11
277,october,1
278,october,0
279,october,2
280,october,13
281,october,8
282,october,4
283,october,1
284,october,1
285,october,5
286,october,3
287,october,0
288,october,12
289,october,3
290,october,3
291,october,1
292,october,1
293,october,3
294,october,1
295,october,3
296,october,1
297,october,2
298,october,2
299,october,2
300,october,5
301,october,2
302,october,2
303,october,0
304,october,3
305,october,1
306,october,3
307,october,5
308,october,5
309,october,5
310,october,12
311,october,1
312,october,3
313,october,2
314,october,4
315,october,7
316,october,7
317,october,2
318,october,0
319,october,4
320,october,2
321,october,4
322,october,2
323,october,3
324,october,2
325,october,3
326,october,1
327,october,2
328,october,1
329,october,1
330,october,0
331,october,1
332,october,1
333,october,2
334,october,3
335,october,1
336,october,2
337,october,0
338,october,13
339,october,8
340,october,1
341,october,2
342,october,4
343,october,1
344,october,1
345,october,9
346,october,2
347,october,1
348,october,16
349,october,1
350,october,0
351,october,2
352,october,3
353,october,8
354,october,8
355,october,0
356,october,2
357,october,1
358,october,3
359,october,3
360,october,1
361,october,4
362,october,4
363,october,1
364,october,6
365,october,1
366,october,9
367,october,1
368,october,9
369,october,0
370,october,3
371,october,1
372,october,9
373,october,2
374,october,6
375,october,4
376,october,0
377,october,1
378,october,2
379,october,2
380,october,11
381,october,19
382,october,9
383,october,1
384,october,2
385,october,2
386,october,1
387,october,0
388,october,9
389,october,3
390,october,3
391,october,0
392,october,4
393,october,6
394,october,1
395,october,2
396,october,4
397,october,0
398,october,4
399,october,6
400,october,2
401,october,1
402,october,2
403,october,0
404,october,2
405,october,19
406,october,1
407,october,5
408,october,1
409,october,1
410,october,0
411,october,0
412,october,4
413,october,5
414,october,6
415,october,4
416,october,3
417,october,3
418,october,0
419,october,2
420,october,2
421,october,0
422,october,8
423,october,3
424,october,2
425,october,0
426,october,4
427,october,2
428,october,2
429,october,0
430,october,1
431,october,3
432,october,11
433,october,5
434,october,20
435,october,9
436,october,1
437,october,4
438,october,4
439,october,2
440,october,3
441,october,3
442,october,11
443,october,11
444,october,1
445,october,6
446,october,0
447,october,4
448,october,1
449,october,7
450,october,1
451,october,5
452,october,2
453,october,1
454,october,2
455,october,1
456,october,9
457,october,5
458,october,11
459,october,1
460,october,2
461,october,4
462,october,5
463,october,0
464,october,1
465,october,1
466,october,2
467,october,1
468,october,5
469,october,11
470,october,1
471,october,3
472,october,1
473,october,2
474,october,1
475,october,1
476,october,2
477,october,7
478,october,3
479,october,1
480,october,5
481,october,1
482,october,7
483,october,18
484,october,1
485,october,6
486,october,1
487,october,3
488,october,7
489,october,7
490,october,5
491,october,0
492,october,0
493,october,4
494,october,5
495,october,1
496,october,2
497,october,1
498,october,1
499,october,1
500,october,4
501,october,2
502,october,8
503,october,5
504,october,1
505,october,2
506,october,4
507,october,1
508,october,1
509,october,5
510,october,1
511,october,1
512,october,0
513,october,8
514,october,2
515,october,5
516,october,5
517,october,0
518,october,14
519,october,2
520,october,4
521,october,3
522,october,2
523,october,10
524,october,0
525,october,1
526,october,2
527,october,1
528,october,5
529,october,3
530,october,1
531,october,3
532,october,4
533,october,10
534,october,1
535,october,1
536,october,0
537,october,1
538,october,12
539,october,3
540,october,1
541,october,2
542,october,4
543,october,0
544,october,0
545,october,3
546,october,2
547,october,7
548,october,3
549,october,1
550,october,1
551,october,1
552,october,3
553,october,3
554,october,3
555,october,1
556,october,1
557,october,6
558,october,1
559,october,1
560,october,1
561,october,1
562,october,5
563,october,0
564,october,7
565,october,12
566,october,2
567,october,2
568,october,1
569,october,5
570,october,1
571,october,2
572,october,1
573,october,1
574,october,0
575,october,3
576,october,11
577,october,1
578,october,5
579,october,1
580,october,2
581,october,2
582,october,1
583,october,4
584,october,3
585,october,0
586,october,4
587,october,5
588,october,2
589,october,3
590,october,2
591,october,5
592,october,3
593,october,2
594,october,1
595,october,8
596,october,1
597,october,1
598,october,0
599,october,4
600,october,0
601,october,9
602,october,0
603,october,2
604,october,4
605,october,1
606,october,5
607,october,2
608,october,1
609,october,7
610,october,3
611,october,0
612,october,1
613,october,7
614,october,3
615,october,3
616,october,7
617,october,1
618,october,6
619,october,2
620,october,1
621,october,1
622,october,3
623,october,2
624,october,6
625,october,4
626,october,2
627,october,18
628,october,7
629,october,1
630,october,2
631,october,1
632,october,4
633,october,4
634,october,7
635,october,1
636,october,5
637,october,0
638,october,6
639,october,2
640,october,3
641,october,4
642,october,4
643,october,1
644,october,10
645,october,1
646,october,4
647,october,5
648,october,11
649,october,4
650,october,0
651,october,1
652,october,2
653,october,0
654,october,17
655,october,2
656,october,4
657,october,2
658,october,0
659,october,3
660,october,1
661,october,3
662,october,1
663,october,0
664,october,2
665,october,7
666,october,4
667,october,2
668,october,2
669,october,7
670,october,6
671,october,5
672,october,7
673,october,2
674,october,2
675,october,8
676,october,4
677,october,3
678,october,4
679,october,0
680,october,1
681,october,4
682,october,7
683,october,2
684,october,0
685,october,1
686,october,8
687,october,11
688,october,3
689,october,10
690,october,1
691,october,3
692,october,1
693,october,1
694,october,0
695,october,2
696,october,2
697,october,7
698,october,1
699,october,2
700,october,1
701,october,0
702,october,2
703,october,0
704,october,5
705,october,5
706,october,1
707,october,4
708,october,1
709,october,7
710,october,5
711,october,1
712,october,1
713,october,10
714,october,0
715,october,4
716,october,1
717,october,1
718,october,4
719,october,2
720,october,3
721,october,1
722,october,2
723,october,8
724,october,6
725,october,2
726,october,0
727,october,3
728,october,4
729,october,3
730,october,2
731,october,11
732,october,0
733,october,8
734,october,1
735,october,2
736,october,1
737,october,3
738,october,1
739,october,1
740,october,4
741,october,2
742,october,5
743,october,2
744,october,3
745,october,1
746,october,1
747,october,1
748,october,0
749,october,3
750,october,1
751,october,5
752,october,1
753,october,5
754,october,5
755,october,0
756,october,0
757,october,1
758,october,1
759,october,0
760,october,0
761,october,8
762,october,8
763,october,1
764,october,5
765,october,2
766,october,3
767,october,1
768,october,1
769,october,2
770,october,8
771,october,3
772,october,11
773,october,4
774,october,6
775,october,9
776,october,9
777,october,10
778,october,1
779,october,3
780,october,3
781,october,4
782,october,8
783,october,6
784,october,1
785,october,1
786,october,3
787,october,2
788,october,1
789,october,3
790,october,1
791,october,0
792,october,6
793,october,0
794,october,3
795,october,3
796,october,7
797,october,1
798,october,12
799,october,6
800,october,1
801,october,1
802,october,1
803,october,7
804,october,3
805,october,1
806,october,1
807,october,3
808,october,0
809,october,1
810,october,2
811,october,1
812,october,0
813,october,0
814,october,1
815,october,1
816,october,1
817,october,0
818,october,3
819,october,1
820,october,2
821,october,4
822,october,7
823,october,1
824,october,6
825,october,2
826,october,5
827,october,2
828,october,0
829,october,11
830,october,4
831,october,1
832,october,0
833,october,1
834,october,0
835,october,4
836,october,1
837,october,4
838,october,0
839,october,0
840,october,3
841,october,8
842,october,3
843,october,3
844,october,5
845,october,2
846,october,1
847,october,2
848,october,3
849,october,5
850,october,2
851,october,3
852,october,0
853,october,1
854,october,1
855,october,2
856,october,4
857,october,1
858,october,5
859,october,0
860,october,0
861,october,0
862,october,5
863,october,5
864,october,0
865,october,1
866,october,1
867,october,0
868,october,2
869,october,4
870,october,1
871,october,3
872,october,4
873,october,2
874,october,4
875,october,4
876,october,4
877,october,0
878,october,1
879,october,0
880,october,2
881,october,3
882,october,0
883,october,0
884,october,5
885,october,0
886,october,2
887,october,1
888,october,1
889,october,11
890,october,1
891,october,2
892,october,4
893,october,2
894,october,8
895,october,10
896,october,3
897,october,0
898,october,0
899,october,4
900,october,6
901,october,4
902,october,5
903,october,1
904,october,5
905,october,1
906,october,0
907,october,0
908,october,2
909,october,5
910,october,0
911,october,1
912,october,1
913,october,2
914,october,4
915,october,0
916,october,0
917,october,1
918,october,2
919,october,5
920,october,0
921,october,1
922,october,1
923,october,1
924,october,1
925,october,1
926,october,0
927,october,1
928,october,2
929,october,2
930,october,0
931,october,1
932,october,4
933,october,7
934,october,8
935,october,4
936,october,0
937,october,10
938,october,1
939,october,9
940,october,6
941,october,1
942,october,2
943,october,1
944,october,8
945,october,0
946,october,1
947,october,2
948,october,4
949,october,1
950,october,2
951,october,3
952,october,2
953,october,4
954,october,4
955,october,9
956,october,5
957,october,0
958,october,5
959,october,1
960,october,18
961,october,7
962,october,4
963,october,2
964,october,7
965,october,5
966,october,2
967,october,1
968,october,12
969,october,1
970,october,1
971,october,1
972,october,4
973,october,2
974,october,6
975,october,3
976,october,2
977,october,3
978,october,5
979,october,1
980,october,0
981,october,1
982,october,2
983,october,3
984,october,1
985,october,3
986,october,1
987,october,6
988,october,5
989,october,8
990,october,4
991,october,0
992,october,9
993,october,6
994,october,1
995,october,4
996,october,1
997,october,0
998,october,3
999,october,1
1000,october,1
