user,month,comments
806,February,1
807,February,2
808,February,8
809,February,1
810,February,5
811,February,2
812,February,1
813,February,1
814,February,1
815,February,8
816,February,8
817,February,3
818,February,1
819,February,3
820,February,4
821,February,3
822,February,1
823,February,1
824,February,1
825,February,1
826,February,5
827,February,4
828,February,0
829,February,1
830,February,2
831,February,4
832,February,6
833,February,1
834,February,3
835,February,2
836,February,0
837,February,3
838,February,0
839,February,8
840,February,1
841,February,1
842,February,2
843,February,4
844,February,4
845,February,1
846,February,2
847,February,7
848,February,6
849,February,0
850,February,0
851,February,13
852,February,4
853,February,14
854,February,9
855,February,3
856,February,2
857,February,4
858,February,6
859,February,1
860,February,1
861,February,8
862,February,10
863,February,11
864,February,1
865,February,4
866,February,3
867,February,2
868,February,0
869,February,1
870,February,1
871,February,1
872,February,0
873,February,1
874,February,2
875,February,3
876,February,2
877,February,2
878,February,1
879,February,5
880,February,1
881,February,2
882,February,2
883,February,2
884,February,9
885,February,4
886,February,5
887,February,1
888,February,0
889,February,1
890,February,1
891,February,6
892,February,2
893,February,1
894,February,2
895,February,6
896,February,1
897,February,1
898,February,8
899,February,4
900,February,3
901,February,2
902,February,1
903,February,3
904,February,5
905,February,0
906,February,9
907,February,6
908,February,3
909,February,1
910,February,6
911,February,2
912,February,3
913,February,0
914,February,5
915,February,4
916,February,3
917,February,2
918,February,4
919,February,4
920,February,1
921,February,1
922,February,4
923,February,1
924,February,6
925,February,1
926,February,4
927,February,9
928,February,3
929,February,4
930,February,0
931,February,1
932,February,8
933,February,4
934,February,7
935,February,5
936,February,2
937,February,5
938,February,3
939,February,1
940,February,13
941,February,2
942,February,3
943,February,4
944,February,12
945,February,1
946,February,0
947,February,3
948,February,4
949,February,3
950,February,1
951,February,12
952,February,0
953,February,1
954,February,12
955,February,2
956,February,4
957,February,1
958,February,2
959,February,2
960,February,3
961,February,5
962,February,1
963,February,9
964,February,0
965,February,10
966,February,7
967,February,3
968,February,2
969,February,0
970,February,11
971,February,1
972,February,3
973,February,1
974,February,0
975,February,0
976,February,1
977,February,1
978,February,3
979,February,2
980,February,1
981,February,1
982,February,0
983,February,8
984,February,6
985,February,3
986,February,1
987,February,0
988,February,3
989,February,1
990,February,5
991,February,1
992,February,10
993,February,5
994,February,4
995,February,2
996,February,6
997,February,5
998,February,4
999,February,1
1000,February,2
