user,month,comments
253,april,4
254,april,1
255,april,3
256,april,3
257,april,1
258,april,12
259,april,8
260,april,1
261,april,1
262,april,0
263,april,2
264,april,3
265,april,2
266,april,0
267,april,9
268,april,2
269,april,16
270,april,0
271,april,4
272,april,0
273,april,2
274,april,4
275,april,3
276,april,9
277,april,1
278,april,0
279,april,1
280,april,9
281,april,6
282,april,1
283,april,3
284,april,1
285,april,3
286,april,5
287,april,2
288,april,16
289,april,8
290,april,0
291,april,5
292,april,6
293,april,6
294,april,3
295,april,3
296,april,6
297,april,1
298,april,11
299,april,3
300,april,2
301,april,0
302,april,4
303,april,1
304,april,0
305,april,3
306,april,3
307,april,8
308,april,5
309,april,2
310,april,12
311,april,1
312,april,10
313,april,8
314,april,0
315,april,3
316,april,6
317,april,1
318,april,1
319,april,7
320,april,3
321,april,1
322,april,7
323,april,2
324,april,4
325,april,2
326,april,2
327,april,5
328,april,2
329,april,6
330,april,2
331,april,1
332,april,1
333,april,2
334,april,5
335,april,3
336,april,4
337,april,4
338,april,1
339,april,1
340,april,0
341,april,3
342,april,1
343,april,5
344,april,0
345,april,1
346,april,3
347,april,1
348,april,3
349,april,3
350,april,0
351,april,5
352,april,3
353,april,13
354,april,0
355,april,1
356,april,4
357,april,3
358,april,1
359,april,2
360,april,1
361,april,5
362,april,2
363,april,5
364,april,1
365,april,3
366,april,1
367,april,0
368,april,5
369,april,2
370,april,3
371,april,4
372,april,0
373,april,10
374,april,1
375,april,10
376,april,5
377,april,7
378,april,6
379,april,4
380,april,3
381,april,3
382,april,2
383,april,3
384,april,10
385,april,3
386,april,4
387,april,5
388,april,2
389,april,1
390,april,11
391,april,6
392,april,1
393,april,3
394,april,5
395,april,1
396,april,0
397,april,2
398,april,4
399,april,2
400,april,5
401,april,7
402,april,5
403,april,8
404,april,1
405,april,5
406,april,8
407,april,14
408,april,0
409,april,1
410,april,2
411,april,3
412,april,2
413,april,2
414,april,1
415,april,0
416,april,1
417,april,2
418,april,1
419,april,3
420,april,0
421,april,0
422,april,4
423,april,11
424,april,8
425,april,1
426,april,7
427,april,5
428,april,6
429,april,1
430,april,3
431,april,3
432,april,3
433,april,3
434,april,1
435,april,5
436,april,1
437,april,0
438,april,4
439,april,3
440,april,0
441,april,3
442,april,1
443,april,1
444,april,1
445,april,4
446,april,5
447,april,2
448,april,15
449,april,7
450,april,2
451,april,3
452,april,2
453,april,3
454,april,3
455,april,9
456,april,1
457,april,2
458,april,0
459,april,1
460,april,1
461,april,0
462,april,1
463,april,1
464,april,5
465,april,3
466,april,4
467,april,2
468,april,1
469,april,0
470,april,2
471,april,5
472,april,2
473,april,1
474,april,0
475,april,1
476,april,1
477,april,2
478,april,2
479,april,0
480,april,2
481,april,3
482,april,6
483,april,1
484,april,0
485,april,7
486,april,12
487,april,10
488,april,1
489,april,1
490,april,1
491,april,4
492,april,1
493,april,5
494,april,4
495,april,8
496,april,1
497,april,6
498,april,8
499,april,0
500,april,1
501,april,4
502,april,1
503,april,0
504,april,1
505,april,2
506,april,0
507,april,0
508,april,6
509,april,2
510,april,1
511,april,2
512,april,1
513,april,12
514,april,3
515,april,7
516,april,3
517,april,0
518,april,18
519,april,2
520,april,0
521,april,8
522,april,4
523,april,2
524,april,4
525,april,2
526,april,2
527,april,9
528,april,1
529,april,2
530,april,16
531,april,2
532,april,1
533,april,1
534,april,2
535,april,6
536,april,3
537,april,0
538,april,2
539,april,13
540,april,19
541,april,1
542,april,9
543,april,16
544,april,5
545,april,5
546,april,1
547,april,1
548,april,3
549,april,0
550,april,0
551,april,0
552,april,1
553,april,6
554,april,5
555,april,2
556,april,1
557,april,0
558,april,1
559,april,6
560,april,7
561,april,0
562,april,0
563,april,0
564,april,1
565,april,5
566,april,5
567,april,0
568,april,1
569,april,0
570,april,4
571,april,4
572,april,4
573,april,1
574,april,10
575,april,3
576,april,12
577,april,6
578,april,0
579,april,2
580,april,1
581,april,7
582,april,2
583,april,4
584,april,7
585,april,1
586,april,4
587,april,4
588,april,0
589,april,8
590,april,6
591,april,1
592,april,6
593,april,5
594,april,2
595,april,9
596,april,0
597,april,8
598,april,2
599,april,7
600,april,2
601,april,3
602,april,4
603,april,2
604,april,5
605,april,2
606,april,9
607,april,2
608,april,1
609,april,1
610,april,9
611,april,3
612,april,5
613,april,17
614,april,2
615,april,1
616,april,2
617,april,3
618,april,6
619,april,4
620,april,2
621,april,3
622,april,12
623,april,1
624,april,2
625,april,1
626,april,1
627,april,5
628,april,5
629,april,5
630,april,2
631,april,2
632,april,0
633,april,5
634,april,1
635,april,3
636,april,3
637,april,8
638,april,1
639,april,6
640,april,2
641,april,3
642,april,14
643,april,1
644,april,0
645,april,1
646,april,10
647,april,1
648,april,6
649,april,7
650,april,3
651,april,1
652,april,2
653,april,1
654,april,5
655,april,1
656,april,12
657,april,1
658,april,1
659,april,1
660,april,3
661,april,2
662,april,3
663,april,2
664,april,8
665,april,10
666,april,0
667,april,3
668,april,7
669,april,0
670,april,2
671,april,6
672,april,1
673,april,14
674,april,1
675,april,1
676,april,1
677,april,1
678,april,1
679,april,1
680,april,1
681,april,10
682,april,2
683,april,0
684,april,3
685,april,1
686,april,6
687,april,11
688,april,3
689,april,3
690,april,6
691,april,0
692,april,1
693,april,1
694,april,0
695,april,3
696,april,4
697,april,2
698,april,1
699,april,0
700,april,1
701,april,1
702,april,4
703,april,2
704,april,2
705,april,3
706,april,3
707,april,4
708,april,2
709,april,5
710,april,5
711,april,4
712,april,2
713,april,0
714,april,4
715,april,6
716,april,3
717,april,3
718,april,2
719,april,15
720,april,1
721,april,5
722,april,8
723,april,2
724,april,1
725,april,6
726,april,7
727,april,8
728,april,3
729,april,4
730,april,2
731,april,1
732,april,6
733,april,11
734,april,0
735,april,4
736,april,2
737,april,1
738,april,4
739,april,3
740,april,4
741,april,2
742,april,0
743,april,1
744,april,5
745,april,1
746,april,12
747,april,3
748,april,2
749,april,5
750,april,3
751,april,1
752,april,0
753,april,1
754,april,4
755,april,1
756,april,0
757,april,16
758,april,19
759,april,1
760,april,1
761,april,1
762,april,3
763,april,4
764,april,2
765,april,1
766,april,4
767,april,3
768,april,2
769,april,3
770,april,4
771,april,7
772,april,0
773,april,9
774,april,4
775,april,1
776,april,1
777,april,1
778,april,7
779,april,7
780,april,1
781,april,2
782,april,7
783,april,6
784,april,1
785,april,2
786,april,1
787,april,3
788,april,2
789,april,2
790,april,0
791,april,3
792,april,6
793,april,3
794,april,5
795,april,1
796,april,0
797,april,1
798,april,1
799,april,11
800,april,3
801,april,2
802,april,1
803,april,2
804,april,5
805,april,3
806,april,1
807,april,5
808,april,3
809,april,1
810,april,1
811,april,0
812,april,2
813,april,0
814,april,1
815,april,0
816,april,1
817,april,1
818,april,1
819,april,0
820,april,3
821,april,4
822,april,6
823,april,1
824,april,1
825,april,7
826,april,6
827,april,3
828,april,2
829,april,0
830,april,4
831,april,0
832,april,3
833,april,1
834,april,5
835,april,3
836,april,6
837,april,2
838,april,4
839,april,3
840,april,1
841,april,5
842,april,4
843,april,26
844,april,4
845,april,1
846,april,1
847,april,1
848,april,1
849,april,2
850,april,5
851,april,0
852,april,4
853,april,2
854,april,11
855,april,1
856,april,0
857,april,1
858,april,6
859,april,0
860,april,7
861,april,4
862,april,3
863,april,1
864,april,0
865,april,0
866,april,3
867,april,4
868,april,19
869,april,1
870,april,2
871,april,4
872,april,1
873,april,5
874,april,7
875,april,0
876,april,10
877,april,0
878,april,0
879,april,3
880,april,1
881,april,3
882,april,1
883,april,1
884,april,8
885,april,2
886,april,1
887,april,2
888,april,8
889,april,1
890,april,2
891,april,6
892,april,1
893,april,1
894,april,2
895,april,1
896,april,3
897,april,1
898,april,0
899,april,3
900,april,2
901,april,0
902,april,1
903,april,2
904,april,8
905,april,1
906,april,6
907,april,2
908,april,2
909,april,1
910,april,2
911,april,0
912,april,14
913,april,2
914,april,4
915,april,5
916,april,0
917,april,3
918,april,4
919,april,3
920,april,0
921,april,3
922,april,1
923,april,10
924,april,3
925,april,1
926,april,3
927,april,3
928,april,1
929,april,5
930,april,5
931,april,0
932,april,2
933,april,3
934,april,6
935,april,1
936,april,5
937,april,6
938,april,0
939,april,0
940,april,1
941,april,8
942,april,1
943,april,5
944,april,3
945,april,3
946,april,1
947,april,0
948,april,5
949,april,5
950,april,9
951,april,2
952,april,4
953,april,0
954,april,11
955,april,4
956,april,1
957,april,4
958,april,8
959,april,0
960,april,7
961,april,8
962,april,2
963,april,6
964,april,1
965,april,1
966,april,1
967,april,1
968,april,0
969,april,4
970,april,13
971,april,4
972,april,1
973,april,1
974,april,1
975,april,0
976,april,5
977,april,3
978,april,6
979,april,4
980,april,3
981,april,1
982,april,10
983,april,2
984,april,3
985,april,1
986,april,6
987,april,1
988,april,5
989,april,3
990,april,3
991,april,2
992,april,3
993,april,2
994,april,1
995,april,2
996,april,2
997,april,3
998,april,4
999,april,0
1000,april,5
