gutenberg_id,text
1260,These things and deeds are diametrically opposed: they are as distinct
1260,as is vice from virtue. Men too often confound them: they should not be
1260,confounded: appearance should not be mistaken for truth; narrow human
1260,"doctrines, that only tend to elate and magnify a few, should not be"
1260,substituted for the world-redeeming creed of Christ. There is—I repeat
1260,"it—a difference; and it is a good, and not a bad action to mark broadly"
1260,and clearly the line of separation between them.
1260,
1260,"The world may not like to see these ideas dissevered, for it has been"
1260,accustomed to blend them; finding it convenient to make external show
1260,pass for sterling worth—to let white-washed walls vouch for clean
1260,shrines. It may hate him who dares to scrutinise and expose—to rase the
1260,"gilding, and show base metal under it—to penetrate the sepulchre, and"
1260,"reveal charnel relics: but hate as it will, it is indebted to him."
1260,
1260,"Ahab did not like Micaiah, because he never prophesied good concerning"
1260,"him, but evil; probably he liked the sycophant son of Chenaanah"
1260,"better; yet might Ahab have escaped a bloody death, had he but stopped"
1260,"his ears to flattery, and opened them to faithful counsel."
1260,
1260,There is a man in our own days whose words are not framed to tickle
1260,"delicate ears: who, to my thinking, comes before the great ones of"
1260,"society, much as the son of Imlah came before the throned Kings of"
1260,"Judah and Israel; and who speaks truth as deep, with a power as"
1260,prophet-like and as vital—a mien as dauntless and as daring. Is the
1260,satirist of “Vanity Fair” admired in high places? I cannot tell; but I
1260,think if some of those amongst whom he hurls the Greek fire of his
1260,"sarcasm, and over whom he flashes the levin-brand of his denunciation,"
1260,were to take his warnings in time—they or their seed might yet escape a
1260,fatal Rimoth-Gilead.
1260,
1260,"Why have I alluded to this man? I have alluded to him, Reader, because"
1260,I think I see in him an intellect profounder and more unique than his
1260,contemporaries have yet recognised; because I regard him as the first
1260,social regenerator of the day—as the very master of that working corps
1260,who would restore to rectitude the warped system of things; because I
1260,think no commentator on his writings has yet found the comparison that
1260,"suits him, the terms which rightly characterise his talent. They say he"
1260,"is like Fielding: they talk of his wit, humour, comic powers. He"
1260,resembles Fielding as an eagle does a vulture: Fielding could stoop on
1260,"carrion, but Thackeray never does. His wit is bright, his humour"
1260,"attractive, but both bear the same relation to his serious genius that"
1260,the mere lambent sheet-lightning playing under the edge of the
1260,"summer-cloud does to the electric death-spark hid in its womb. Finally,"
1260,"I have alluded to Mr. Thackeray, because to him—if he will accept the"
1260,tribute of a total stranger—I have dedicated this second edition of
1260,“JANE EYRE.”
1260,
1260,CURRER BELL.
1260,
1260,"_December_ 21_st_, 1847."
1260,
1260,
1260,
1260,
1260,NOTE TO THE THIRD EDITION
1260,
1260,
1260,I avail myself of the opportunity which a third edition of “Jane Eyre”
1260,"affords me, of again addressing a word to the Public, to explain that"
1260,"my claim to the title of novelist rests on this one work alone. If,"
1260,"therefore, the authorship of other works of fiction has been attributed"
1260,"to me, an honour is awarded where it is not merited; and consequently,"
1260,denied where it is justly due.
1260,
1260,This explanation will serve to rectify mistakes which may already have
1260,"been made, and to prevent future errors."
1260,
1260,CURRER BELL.
1260,
1260,"_April_ 13_th_, 1848."
1260,
1260,
1260,
1260,
1260,CHAPTER I
1260,
1260,
1260,There was no possibility of taking a walk that day. We had been
1260,"wandering, indeed, in the leafless shrubbery an hour in the morning;"
1260,"but since dinner (Mrs. Reed, when there was no company, dined early)"
1260,"the cold winter wind had brought with it clouds so sombre, and a rain"
1260,"so penetrating, that further outdoor exercise was now out of the"
1260,question.
1260,
1260,"I was glad of it: I never liked long walks, especially on chilly"
1260,"afternoons: dreadful to me was the coming home in the raw twilight,"
1260,"with nipped fingers and toes, and a heart saddened by the chidings of"
1260,"Bessie, the nurse, and humbled by the consciousness of my physical"
1260,"inferiority to Eliza, John, and Georgiana Reed."
1260,
1260,"The said Eliza, John, and Georgiana were now clustered round their mama"
1260,"in the drawing-room: she lay reclined on a sofa by the fireside, and"
1260,with her darlings about her (for the time neither quarrelling nor
1260,"crying) looked perfectly happy. Me, she had dispensed from joining the"
1260,"group; saying, “She regretted to be under the necessity of keeping me"
1260,"at a distance; but that until she heard from Bessie, and could discover"
1260,"by her own observation, that I was endeavouring in good earnest to"
1260,"acquire a more sociable and childlike disposition, a more attractive"
1260,"and sprightly manner—something lighter, franker, more natural, as it"
1260,were—she really must exclude me from privileges intended only for
1260,"contented, happy, little children.”"
1260,
1260,“What does Bessie say I have done?” I asked.
1260,
1260,"“Jane, I don’t like cavillers or questioners; besides, there is"
1260,something truly forbidding in a child taking up her elders in that
1260,"manner. Be seated somewhere; and until you can speak pleasantly, remain"
1260,silent.”
1260,
1260,"A breakfast-room adjoined the drawing-room, I slipped in there. It"
1260,"contained a bookcase: I soon possessed myself of a volume, taking care"
1260,that it should be one stored with pictures. I mounted into the
1260,"window-seat: gathering up my feet, I sat cross-legged, like a Turk;"
1260,"and, having drawn the red moreen curtain nearly close, I was shrined in"
1260,double retirement.
1260,
1260,Folds of scarlet drapery shut in my view to the right hand; to the left
1260,"were the clear panes of glass, protecting, but not separating me from"
1260,"the drear November day. At intervals, while turning over the leaves of"
1260,"my book, I studied the aspect of that winter afternoon. Afar, it"
1260,offered a pale blank of mist and cloud; near a scene of wet lawn and
1260,"storm-beat shrub, with ceaseless rain sweeping away wildly before a"
1260,long and lamentable blast.
1260,
1260,I returned to my book—Bewick’s History of British Birds: the
1260,"letterpress thereof I cared little for, generally speaking; and yet"
1260,"there were certain introductory pages that, child as I was, I could not"
1260,pass quite as a blank. They were those which treat of the haunts of
1260,sea-fowl; of “the solitary rocks and promontories” by them only
1260,"inhabited; of the coast of Norway, studded with isles from its southern"
1260,"extremity, the Lindeness, or Naze, to the North Cape—"
1260,
1260,"“Where the Northern Ocean, in vast whirls,"
1260,"Boils round the naked, melancholy isles"
1260,Of farthest Thule; and the Atlantic surge
1260,Pours in among the stormy Hebrides.”
1260,
1260,
1260,Nor could I pass unnoticed the suggestion of the bleak shores of
1260,"Lapland, Siberia, Spitzbergen, Nova Zembla, Iceland, Greenland, with"
1260,"“the vast sweep of the Arctic Zone, and those forlorn regions of dreary"
1260,"space,—that reservoir of frost and snow, where firm fields of ice, the"
1260,"accumulation of centuries of winters, glazed in Alpine heights above"
1260,"heights, surround the pole, and concentre the multiplied rigours of"
1260,extreme cold.” Of these death-white realms I formed an idea of my own:
1260,"shadowy, like all the half-comprehended notions that float dim through"
1260,"children’s brains, but strangely impressive. The words in these"
1260,"introductory pages connected themselves with the succeeding vignettes,"
1260,and gave significance to the rock standing up alone in a sea of billow
1260,and spray; to the broken boat stranded on a desolate coast; to the cold
1260,and ghastly moon glancing through bars of cloud at a wreck just
1260,sinking.
1260,
1260,"I cannot tell what sentiment haunted the quite solitary churchyard,"
1260,"with its inscribed headstone; its gate, its two trees, its low horizon,"
1260,"girdled by a broken wall, and its newly-risen crescent, attesting the"
1260,hour of eventide.
1260,
1260,"The two ships becalmed on a torpid sea, I believed to be marine"
1260,phantoms.
1260,
1260,"The fiend pinning down the thief’s pack behind him, I passed over"
1260,quickly: it was an object of terror.
1260,
1260,"So was the black horned thing seated aloof on a rock, surveying a"
1260,distant crowd surrounding a gallows.
1260,
1260,Each picture told a story; mysterious often to my undeveloped
1260,"understanding and imperfect feelings, yet ever profoundly interesting:"
1260,as interesting as the tales Bessie sometimes narrated on winter
1260,"evenings, when she chanced to be in good humour; and when, having"
1260,"brought her ironing-table to the nursery hearth, she allowed us to sit"
1260,"about it, and while she got up Mrs. Reed’s lace frills, and crimped her"
1260,"nightcap borders, fed our eager attention with passages of love and"
1260,adventure taken from old fairy tales and other ballads; or (as at a
1260,"later period I discovered) from the pages of Pamela, and Henry, Earl of"
1260,Moreland.
1260,
1260,"With Bewick on my knee, I was then happy: happy at least in my way. I"
1260,"feared nothing but interruption, and that came too soon. The"
1260,breakfast-room door opened.
1260,
1260,“Boh! Madam Mope!” cried the voice of John Reed; then he paused: he
1260,found the room apparently empty.
1260,
1260,“Where the dickens is she!” he continued. “Lizzy! Georgy! (calling to
1260,his sisters) Joan is not here: tell mama she is run out into the
1260,rain—bad animal!”
1260,
1260,"“It is well I drew the curtain,” thought I; and I wished fervently he"
1260,might not discover my hiding-place: nor would John Reed have found it
1260,out himself; he was not quick either of vision or conception; but Eliza
1260,"just put her head in at the door, and said at once—"
1260,
1260,"“She is in the window-seat, to be sure, Jack.”"
1260,
1260,"And I came out immediately, for I trembled at the idea of being dragged"
1260,forth by the said Jack.
1260,
1260,"“What do you want?” I asked, with awkward diffidence."
1260,
1260,"“Say, ‘What do you want, Master Reed?’” was the answer. “I want you to"
1260,"come here;” and seating himself in an arm-chair, he intimated by a"
1260,gesture that I was to approach and stand before him.
1260,
1260,John Reed was a schoolboy of fourteen years old; four years older than
1260,"I, for I was but ten: large and stout for his age, with a dingy and"
1260,"unwholesome skin; thick lineaments in a spacious visage, heavy limbs"
1260,"and large extremities. He gorged himself habitually at table, which"
1260,"made him bilious, and gave him a dim and bleared eye and flabby cheeks."
1260,He ought now to have been at school; but his mama had taken him home
1260,"for a month or two, “on account of his delicate health.” Mr. Miles, the"
1260,"master, affirmed that he would do very well if he had fewer cakes and"
1260,sweetmeats sent him from home; but the mother’s heart turned from an
1260,"opinion so harsh, and inclined rather to the more refined idea that"
1260,"John’s sallowness was owing to over-application and, perhaps, to pining"
1260,after home.
1260,
1260,"John had not much affection for his mother and sisters, and an"
1260,antipathy to me. He bullied and punished me; not two or three times in
1260,"the week, nor once or twice in the day, but continually: every nerve I"
1260,"had feared him, and every morsel of flesh in my bones shrank when he"
1260,came near. There were moments when I was bewildered by the terror he
1260,"inspired, because I had no appeal whatever against either his menaces"
1260,or his inflictions; the servants did not like to offend their young
1260,"master by taking my part against him, and Mrs. Reed was blind and deaf"
1260,"on the subject: she never saw him strike or heard him abuse me, though"
1260,"he did both now and then in her very presence, more frequently,"
1260,"however, behind her back."
1260,
1260,"Habitually obedient to John, I came up to his chair: he spent some"
1260,three minutes in thrusting out his tongue at me as far as he could
1260,"without damaging the roots: I knew he would soon strike, and while"
1260,"dreading the blow, I mused on the disgusting and ugly appearance of him"
1260,who would presently deal it. I wonder if he read that notion in my
1260,"face; for, all at once, without speaking, he struck suddenly and"
1260,"strongly. I tottered, and on regaining my equilibrium retired back a"
1260,step or two from his chair.
1260,
1260,"“That is for your impudence in answering mama awhile since,” said he,"
1260,"“and for your sneaking way of getting behind curtains, and for the look"
1260,"you had in your eyes two minutes since, you rat!”"
1260,
1260,"Accustomed to John Reed’s abuse, I never had an idea of replying to it;"
1260,my care was how to endure the blow which would certainly follow the
1260,insult.
1260,
1260,“What were you doing behind the curtain?” he asked.
1260,
1260,“I was reading.”
1260,
1260,“Show the book.”
1260,
1260,I returned to the window and fetched it thence.
1260,
1260,"“You have no business to take our books; you are a dependent, mama"
1260,"says; you have no money; your father left you none; you ought to beg,"
1260,"and not to live here with gentlemen’s children like us, and eat the"
1260,"same meals we do, and wear clothes at our mama’s expense. Now, I’ll"
1260,teach you to rummage my bookshelves: for they _are_ mine; all the house
1260,"belongs to me, or will do in a few years. Go and stand by the door, out"
1260,of the way of the mirror and the windows.”
1260,
1260,"I did so, not at first aware what was his intention; but when I saw him"
1260,"lift and poise the book and stand in act to hurl it, I instinctively"
1260,"started aside with a cry of alarm: not soon enough, however; the volume"
1260,"was flung, it hit me, and I fell, striking my head against the door and"
1260,"cutting it. The cut bled, the pain was sharp: my terror had passed its"
1260,climax; other feelings succeeded.
1260,
1260,“Wicked and cruel boy!” I said. “You are like a murderer—you are like a
1260,slave-driver—you are like the Roman emperors!”
1260,
1260,"I had read Goldsmith’s History of Rome, and had formed my opinion of"
1260,"Nero, Caligula, &c. Also I had drawn parallels in silence, which I"
1260,never thought thus to have declared aloud.
1260,
1260,"“What! what!” he cried. “Did she say that to me? Did you hear her,"
1260,Eliza and Georgiana? Won’t I tell mama? but first—”
1260,
1260,He ran headlong at me: I felt him grasp my hair and my shoulder: he had
1260,"closed with a desperate thing. I really saw in him a tyrant, a"
1260,murderer. I felt a drop or two of blood from my head trickle down my
1260,"neck, and was sensible of somewhat pungent suffering: these sensations"
1260,"for the time predominated over fear, and I received him in frantic"
1260,"sort. I don’t very well know what I did with my hands, but he called me"
1260,“Rat! Rat!” and bellowed out aloud. Aid was near him: Eliza and
1260,"Georgiana had run for Mrs. Reed, who was gone upstairs: she now came"
1260,"upon the scene, followed by Bessie and her maid Abbot. We were parted:"
1260,I heard the words—
1260,
1260,“Dear! dear! What a fury to fly at Master John!”
1260,
1260,“Did ever anybody see such a picture of passion!”
1260,
1260,Then Mrs. Reed subjoined—
1260,
1260,"“Take her away to the red-room, and lock her in there.” Four hands were"
1260,"immediately laid upon me, and I was borne upstairs."
1260,
1260,
1260,
1260,
1260,CHAPTER II
1260,
1260,
1260,"I resisted all the way: a new thing for me, and a circumstance which"
1260,greatly strengthened the bad opinion Bessie and Miss Abbot were
1260,"disposed to entertain of me. The fact is, I was a trifle beside myself;"
1260,"or rather _out_ of myself, as the French would say: I was conscious"
1260,that a moment’s mutiny had already rendered me liable to strange
1260,"penalties, and, like any other rebel slave, I felt resolved, in my"
1260,"desperation, to go all lengths."
1260,
1260,"“Hold her arms, Miss Abbot: she’s like a mad cat.”"
1260,
1260,"“For shame! for shame!” cried the lady’s-maid. “What shocking conduct,"
1260,"Miss Eyre, to strike a young gentleman, your benefactress’s son! Your"
1260,young master.”
1260,
1260,“Master! How is he my master? Am I a servant?”
1260,
1260,"“No; you are less than a servant, for you do nothing for your keep."
1260,"There, sit down, and think over your wickedness.”"
1260,
1260,"They had got me by this time into the apartment indicated by Mrs. Reed,"
1260,and had thrust me upon a stool: my impulse was to rise from it like a
1260,spring; their two pair of hands arrested me instantly.
1260,
1260,"“If you don’t sit still, you must be tied down,” said Bessie. “Miss"
1260,"Abbot, lend me your garters; she would break mine directly.”"
1260,
1260,Miss Abbot turned to divest a stout leg of the necessary ligature. This
1260,"preparation for bonds, and the additional ignominy it inferred, took a"
1260,little of the excitement out of me.
1260,
1260,"“Don’t take them off,” I cried; “I will not stir.”"
1260,
1260,"In guarantee whereof, I attached myself to my seat by my hands."
1260,
1260,"“Mind you don’t,” said Bessie; and when she had ascertained that I was"
1260,"really subsiding, she loosened her hold of me; then she and Miss Abbot"
1260,"stood with folded arms, looking darkly and doubtfully on my face, as"
1260,incredulous of my sanity.
1260,
1260,"“She never did so before,” at last said Bessie, turning to the Abigail."
1260,
1260,"“But it was always in her,” was the reply. “I’ve told Missis often my"
1260,"opinion about the child, and Missis agreed with me. She’s an underhand"
1260,little thing: I never saw a girl of her age with so much cover.”
1260,
1260,"Bessie answered not; but ere long, addressing me, she said—"
1260,
1260,"“You ought to be aware, Miss, that you are under obligations to Mrs."
1260,"Reed: she keeps you: if she were to turn you off, you would have to go"
1260,to the poorhouse.”
1260,
1260,I had nothing to say to these words: they were not new to me: my very
1260,first recollections of existence included hints of the same kind. This
1260,reproach of my dependence had become a vague sing-song in my ear: very
1260,"painful and crushing, but only half intelligible. Miss Abbot joined in—"
1260,
1260,“And you ought not to think yourself on an equality with the Misses
1260,"Reed and Master Reed, because Missis kindly allows you to be brought up"
1260,"with them. They will have a great deal of money, and you will have"
1260,"none: it is your place to be humble, and to try to make yourself"
1260,agreeable to them.”
1260,
1260,"“What we tell you is for your good,” added Bessie, in no harsh voice,"
1260,"“you should try to be useful and pleasant, then, perhaps, you would"
1260,"have a home here; but if you become passionate and rude, Missis will"
1260,"send you away, I am sure.”"
1260,
1260,"“Besides,” said Miss Abbot, “God will punish her: He might strike her"
1260,"dead in the midst of her tantrums, and then where would she go? Come,"
1260,"Bessie, we will leave her: I wouldn’t have her heart for anything. Say"
1260,"your prayers, Miss Eyre, when you are by yourself; for if you don’t"
1260,"repent, something bad might be permitted to come down the chimney and"
1260,fetch you away.”
1260,
1260,"They went, shutting the door, and locking it behind them."
1260,
1260,"The red-room was a square chamber, very seldom slept in, I might say"
1260,"never, indeed, unless when a chance influx of visitors at Gateshead"
1260,Hall rendered it necessary to turn to account all the accommodation it
1260,contained: yet it was one of the largest and stateliest chambers in the
1260,"mansion. A bed supported on massive pillars of mahogany, hung with"
1260,"curtains of deep red damask, stood out like a tabernacle in the centre;"
1260,"the two large windows, with their blinds always drawn down, were half"
1260,shrouded in festoons and falls of similar drapery; the carpet was red;
1260,the table at the foot of the bed was covered with a crimson cloth; the
1260,"walls were a soft fawn colour with a blush of pink in it; the wardrobe,"
1260,"the toilet-table, the chairs were of darkly polished old mahogany. Out"
1260,"of these deep surrounding shades rose high, and glared white, the"
1260,"piled-up mattresses and pillows of the bed, spread with a snowy"
1260,Marseilles counterpane. Scarcely less prominent was an ample cushioned
1260,"easy-chair near the head of the bed, also white, with a footstool"
1260,"before it; and looking, as I thought, like a pale throne."
1260,
1260,"This room was chill, because it seldom had a fire; it was silent,"
1260,"because remote from the nursery and kitchen; solemn, because it was"
1260,known to be so seldom entered. The house-maid alone came here on
1260,"Saturdays, to wipe from the mirrors and the furniture a week’s quiet"
1260,"dust: and Mrs. Reed herself, at far intervals, visited it to review the"
1260,"contents of a certain secret drawer in the wardrobe, where were stored"
1260,"divers parchments, her jewel-casket, and a miniature of her deceased"
1260,husband; and in those last words lies the secret of the red-room—the
1260,spell which kept it so lonely in spite of its grandeur.
1260,
1260,Mr. Reed had been dead nine years: it was in this chamber he breathed
1260,his last; here he lay in state; hence his coffin was borne by the
1260,"undertaker’s men; and, since that day, a sense of dreary consecration"
1260,had guarded it from frequent intrusion.
1260,
1260,"My seat, to which Bessie and the bitter Miss Abbot had left me riveted,"
1260,was a low ottoman near the marble chimney-piece; the bed rose before
1260,"me; to my right hand there was the high, dark wardrobe, with subdued,"
1260,broken reflections varying the gloss of its panels; to my left were the
1260,muffled windows; a great looking-glass between them repeated the vacant
1260,majesty of the bed and room. I was not quite sure whether they had
1260,"locked the door; and when I dared move, I got up and went to see. Alas!"
1260,"yes: no jail was ever more secure. Returning, I had to cross before the"
1260,looking-glass; my fascinated glance involuntarily explored the depth it
1260,revealed. All looked colder and darker in that visionary hollow than in
1260,"reality: and the strange little figure there gazing at me, with a white"
1260,"face and arms specking the gloom, and glittering eyes of fear moving"
1260,"where all else was still, had the effect of a real spirit: I thought it"
1260,"like one of the tiny phantoms, half fairy, half imp, Bessie’s evening"
1260,"stories represented as coming out of lone, ferny dells in moors, and"
1260,appearing before the eyes of belated travellers. I returned to my
1260,stool.
1260,
1260,Superstition was with me at that moment; but it was not yet her hour
1260,for complete victory: my blood was still warm; the mood of the revolted
1260,slave was still bracing me with its bitter vigour; I had to stem a
1260,rapid rush of retrospective thought before I quailed to the dismal
1260,present.
1260,
1260,"All John Reed’s violent tyrannies, all his sisters’ proud indifference,"
1260,"all his mother’s aversion, all the servants’ partiality, turned up in"
1260,my disturbed mind like a dark deposit in a turbid well. Why was I
1260,"always suffering, always browbeaten, always accused, for ever"
1260,condemned? Why could I never please? Why was it useless to try to win
1260,"any one’s favour? Eliza, who was headstrong and selfish, was respected."
1260,"Georgiana, who had a spoiled temper, a very acrid spite, a captious and"
1260,"insolent carriage, was universally indulged. Her beauty, her pink"
1260,"cheeks and golden curls, seemed to give delight to all who looked at"
1260,"her, and to purchase indemnity for every fault. John no one thwarted,"
1260,"much less punished; though he twisted the necks of the pigeons, killed"
1260,"the little pea-chicks, set the dogs at the sheep, stripped the hothouse"
1260,"vines of their fruit, and broke the buds off the choicest plants in the"
1260,"conservatory: he called his mother “old girl,” too; sometimes reviled"
1260,"her for her dark skin, similar to his own; bluntly disregarded her"
1260,wishes; not unfrequently tore and spoiled her silk attire; and he was
1260,still “her own darling.” I dared commit no fault: I strove to fulfil
1260,"every duty; and I was termed naughty and tiresome, sullen and sneaking,"
1260,"from morning to noon, and from noon to night."
1260,
1260,My head still ached and bled with the blow and fall I had received: no
1260,one had reproved John for wantonly striking me; and because I had
1260,"turned against him to avert farther irrational violence, I was loaded"
1260,with general opprobrium.
1260,
1260,"“Unjust!—unjust!” said my reason, forced by the agonising stimulus into"
1260,"precocious though transitory power: and Resolve, equally wrought up,"
1260,instigated some strange expedient to achieve escape from insupportable
1260,"oppression—as running away, or, if that could not be effected, never"
1260,"eating or drinking more, and letting myself die."
1260,
1260,What a consternation of soul was mine that dreary afternoon! How all my
1260,"brain was in tumult, and all my heart in insurrection! Yet in what"
1260,"darkness, what dense ignorance, was the mental battle fought! I could"
1260,"not answer the ceaseless inward question—_why_ I thus suffered; now, at"
1260,"the distance of—I will not say how many years, I see it clearly."
1260,
1260,I was a discord in Gateshead Hall: I was like nobody there; I had
1260,"nothing in harmony with Mrs. Reed or her children, or her chosen"
1260,"vassalage. If they did not love me, in fact, as little did I love them."
1260,They were not bound to regard with affection a thing that could not
1260,"sympathise with one amongst them; a heterogeneous thing, opposed to"
1260,"them in temperament, in capacity, in propensities; a useless thing,"
1260,"incapable of serving their interest, or adding to their pleasure; a"
1260,"noxious thing, cherishing the germs of indignation at their treatment,"
1260,"of contempt of their judgment. I know that had I been a sanguine,"
1260,"brilliant, careless, exacting, handsome, romping child—though equally"
1260,dependent and friendless—Mrs. Reed would have endured my presence more
1260,complacently; her children would have entertained for me more of the
1260,cordiality of fellow-feeling; the servants would have been less prone
1260,to make me the scapegoat of the nursery.
1260,
1260,"Daylight began to forsake the red-room; it was past four o’clock, and"
1260,the beclouded afternoon was tending to drear twilight. I heard the rain
1260,"still beating continuously on the staircase window, and the wind"
1260,howling in the grove behind the hall; I grew by degrees cold as a
1260,"stone, and then my courage sank. My habitual mood of humiliation,"
1260,"self-doubt, forlorn depression, fell damp on the embers of my decaying"
1260,"ire. All said I was wicked, and perhaps I might be so; what thought had"
1260,I been but just conceiving of starving myself to death? That certainly
1260,was a crime: and was I fit to die? Or was the vault under the chancel
1260,of Gateshead Church an inviting bourne? In such vault I had been told
1260,"did Mr. Reed lie buried; and led by this thought to recall his idea, I"
1260,dwelt on it with gathering dread. I could not remember him; but I knew
1260,that he was my own uncle—my mother’s brother—that he had taken me when
1260,a parentless infant to his house; and that in his last moments he had
1260,required a promise of Mrs. Reed that she would rear and maintain me as
1260,one of her own children. Mrs. Reed probably considered she had kept
1260,"this promise; and so she had, I dare say, as well as her nature would"
1260,permit her; but how could she really like an interloper not of her
1260,"race, and unconnected with her, after her husband’s death, by any tie?"
1260,It must have been most irksome to find herself bound by a hard-wrung
1260,pledge to stand in the stead of a parent to a strange child she could
1260,"not love, and to see an uncongenial alien permanently intruded on her"
1260,own family group.
1260,
1260,A singular notion dawned upon me. I doubted not—never doubted—that if
1260,"Mr. Reed had been alive he would have treated me kindly; and now, as I"
1260,sat looking at the white bed and overshadowed walls—occasionally also
1260,turning a fascinated eye towards the dimly gleaming mirror—I began to
1260,"recall what I had heard of dead men, troubled in their graves by the"
1260,"violation of their last wishes, revisiting the earth to punish the"
1260,"perjured and avenge the oppressed; and I thought Mr. Reed’s spirit,"
1260,"harassed by the wrongs of his sister’s child, might quit its"
1260,abode—whether in the church vault or in the unknown world of the
1260,departed—and rise before me in this chamber. I wiped my tears and
1260,"hushed my sobs, fearful lest any sign of violent grief might waken a"
1260,"preternatural voice to comfort me, or elicit from the gloom some haloed"
1260,"face, bending over me with strange pity. This idea, consolatory in"
1260,"theory, I felt would be terrible if realised: with all my might I"
1260,endeavoured to stifle it—I endeavoured to be firm. Shaking my hair from
1260,"my eyes, I lifted my head and tried to look boldly round the dark room;"
1260,"at this moment a light gleamed on the wall. Was it, I asked myself, a"
1260,ray from the moon penetrating some aperture in the blind? No; moonlight
1260,"was still, and this stirred; while I gazed, it glided up to the ceiling"
1260,and quivered over my head. I can now conjecture readily that this
1260,"streak of light was, in all likelihood, a gleam from a lantern carried"
1260,"by some one across the lawn: but then, prepared as my mind was for"
1260,"horror, shaken as my nerves were by agitation, I thought the swift"
1260,darting beam was a herald of some coming vision from another world. My
1260,"heart beat thick, my head grew hot; a sound filled my ears, which I"
1260,"deemed the rushing of wings; something seemed near me; I was oppressed,"
1260,suffocated: endurance broke down; I rushed to the door and shook the
1260,lock in desperate effort. Steps came running along the outer passage;
1260,"the key turned, Bessie and Abbot entered."
1260,
1260,"“Miss Eyre, are you ill?” said Bessie."
1260,
1260,“What a dreadful noise! it went quite through me!” exclaimed Abbot.
1260,
1260,“Take me out! Let me go into the nursery!” was my cry.
1260,
1260,“What for? Are you hurt? Have you seen something?” again demanded
1260,Bessie.
1260,
1260,"“Oh! I saw a light, and I thought a ghost would come.” I had now got"
1260,"hold of Bessie’s hand, and she did not snatch it from me."
1260,
1260,"“She has screamed out on purpose,” declared Abbot, in some disgust."
1260,“And what a scream! If she had been in great pain one would have
1260,"excused it, but she only wanted to bring us all here: I know her"
1260,naughty tricks.”
1260,
1260,“What is all this?” demanded another voice peremptorily; and Mrs. Reed
1260,"came along the corridor, her cap flying wide, her gown rustling"
1260,"stormily. “Abbot and Bessie, I believe I gave orders that Jane Eyre"
1260,should be left in the red-room till I came to her myself.”
1260,
1260,"“Miss Jane screamed so loud, ma’am,” pleaded Bessie."
1260,
1260,"“Let her go,” was the only answer. “Loose Bessie’s hand, child: you"
1260,"cannot succeed in getting out by these means, be assured. I abhor"
1260,"artifice, particularly in children; it is my duty to show you that"
1260,"tricks will not answer: you will now stay here an hour longer, and it"
1260,is only on condition of perfect submission and stillness that I shall
1260,liberate you then.”
1260,
1260,“O aunt! have pity! Forgive me! I cannot endure it—let me be punished
1260,some other way! I shall be killed if—”
1260,
1260,"“Silence! This violence is all most repulsive:” and so, no doubt, she"
1260,felt it. I was a precocious actress in her eyes; she sincerely looked
1260,"on me as a compound of virulent passions, mean spirit, and dangerous"
1260,duplicity.
1260,
1260,"Bessie and Abbot having retreated, Mrs. Reed, impatient of my now"
1260,"frantic anguish and wild sobs, abruptly thrust me back and locked me"
1260,"in, without farther parley. I heard her sweeping away; and soon after"
1260,"she was gone, I suppose I had a species of fit: unconsciousness closed"
