gutenberg_id,text,title
11,"she was coming to, but it was too dark to see anything; then she",Alice's Adventures in Wonderland
11,"looked at the sides of the well, and noticed that they were filled with",Alice's Adventures in Wonderland
11,cupboards and book-shelves; here and there she saw maps and pictures,Alice's Adventures in Wonderland
11,hung upon pegs. She took down a jar from one of the shelves as,Alice's Adventures in Wonderland
11,"she passed; it was labelled 'ORANGE MARMALADE', but to her great",Alice's Adventures in Wonderland
11,disappointment it was empty: she did not like to drop the jar for fear,Alice's Adventures in Wonderland
11,"of killing somebody, so managed to put it into one of the cupboards as",Alice's Adventures in Wonderland
11,she fell past it.,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"'Well!' thought Alice to herself, 'after such a fall as this, I shall",Alice's Adventures in Wonderland
11,think nothing of tumbling down stairs! How brave they'll all think me at,Alice's Adventures in Wonderland
11,"home! Why, I wouldn't say anything about it, even if I fell off the top",Alice's Adventures in Wonderland
11,of the house!' (Which was very likely true.),Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"Down, down, down. Would the fall NEVER come to an end! 'I wonder how",Alice's Adventures in Wonderland
11,many miles I've fallen by this time?' she said aloud. 'I must be getting,Alice's Adventures in Wonderland
11,somewhere near the centre of the earth. Let me see: that would be four,Alice's Adventures in Wonderland
11,"thousand miles down, I think--' (for, you see, Alice had learnt several",Alice's Adventures in Wonderland
11,"things of this sort in her lessons in the schoolroom, and though this",Alice's Adventures in Wonderland
11,"was not a VERY good opportunity for showing off her knowledge, as there",Alice's Adventures in Wonderland
11,"was no one to listen to her, still it was good practice to say it over)",Alice's Adventures in Wonderland
11,"'--yes, that's about the right distance--but then I wonder what Latitude",Alice's Adventures in Wonderland
11,"or Longitude I've got to?' (Alice had no idea what Latitude was, or",Alice's Adventures in Wonderland
11,"Longitude either, but thought they were nice grand words to say.)",Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,Presently she began again. 'I wonder if I shall fall right THROUGH the,Alice's Adventures in Wonderland
11,earth! How funny it'll seem to come out among the people that walk with,Alice's Adventures in Wonderland
11,"their heads downward! The Antipathies, I think--' (she was rather glad",Alice's Adventures in Wonderland
11,"there WAS no one listening, this time, as it didn't sound at all the",Alice's Adventures in Wonderland
11,right word) '--but I shall have to ask them what the name of the country,Alice's Adventures in Wonderland
11,"is, you know. Please, Ma'am, is this New Zealand or Australia?' (and",Alice's Adventures in Wonderland
11,she tried to curtsey as she spoke--fancy CURTSEYING as you're falling,Alice's Adventures in Wonderland
11,through the air! Do you think you could manage it?) 'And what an,Alice's Adventures in Wonderland
11,"ignorant little girl she'll think me for asking! No, it'll never do to",Alice's Adventures in Wonderland
11,ask: perhaps I shall see it written up somewhere.',Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"Down, down, down. There was nothing else to do, so Alice soon began",Alice's Adventures in Wonderland
11,"talking again. 'Dinah'll miss me very much to-night, I should think!'",Alice's Adventures in Wonderland
11,(Dinah was the cat.) 'I hope they'll remember her saucer of milk at,Alice's Adventures in Wonderland
11,tea-time. Dinah my dear! I wish you were down here with me! There are no,Alice's Adventures in Wonderland
11,"mice in the air, I'm afraid, but you might catch a bat, and that's very",Alice's Adventures in Wonderland
11,"like a mouse, you know. But do cats eat bats, I wonder?' And here Alice",Alice's Adventures in Wonderland
11,"began to get rather sleepy, and went on saying to herself, in a dreamy",Alice's Adventures in Wonderland
11,"sort of way, 'Do cats eat bats? Do cats eat bats?' and sometimes, 'Do",Alice's Adventures in Wonderland
11,"bats eat cats?' for, you see, as she couldn't answer either question,",Alice's Adventures in Wonderland
11,it didn't much matter which way she put it. She felt that she was dozing,Alice's Adventures in Wonderland
11,"off, and had just begun to dream that she was walking hand in hand with",Alice's Adventures in Wonderland
11,"Dinah, and saying to her very earnestly, 'Now, Dinah, tell me the truth:",Alice's Adventures in Wonderland
11,"did you ever eat a bat?' when suddenly, thump! thump! down she came upon",Alice's Adventures in Wonderland
11,"a heap of sticks and dry leaves, and the fall was over.",Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"Alice was not a bit hurt, and she jumped up on to her feet in a moment:",Alice's Adventures in Wonderland
11,"she looked up, but it was all dark overhead; before her was another",Alice's Adventures in Wonderland
11,"long passage, and the White Rabbit was still in sight, hurrying down it.",Alice's Adventures in Wonderland
11,"There was not a moment to be lost: away went Alice like the wind, and",Alice's Adventures in Wonderland
11,"was just in time to hear it say, as it turned a corner, 'Oh my ears",Alice's Adventures in Wonderland
11,"and whiskers, how late it's getting!' She was close behind it when she",Alice's Adventures in Wonderland
11,"turned the corner, but the Rabbit was no longer to be seen: she found",Alice's Adventures in Wonderland
11,"herself in a long, low hall, which was lit up by a row of lamps hanging",Alice's Adventures in Wonderland
11,from the roof.,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"There were doors all round the hall, but they were all locked; and when",Alice's Adventures in Wonderland
11,"Alice had been all the way down one side and up the other, trying every",Alice's Adventures in Wonderland
11,"door, she walked sadly down the middle, wondering how she was ever to",Alice's Adventures in Wonderland
11,get out again.,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"Suddenly she came upon a little three-legged table, all made of solid",Alice's Adventures in Wonderland
11,"glass; there was nothing on it except a tiny golden key, and Alice's",Alice's Adventures in Wonderland
11,first thought was that it might belong to one of the doors of the hall;,Alice's Adventures in Wonderland
11,"but, alas! either the locks were too large, or the key was too small,",Alice's Adventures in Wonderland
11,"but at any rate it would not open any of them. However, on the second",Alice's Adventures in Wonderland
11,"time round, she came upon a low curtain she had not noticed before, and",Alice's Adventures in Wonderland
11,behind it was a little door about fifteen inches high: she tried the,Alice's Adventures in Wonderland
11,"little golden key in the lock, and to her great delight it fitted!",Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"Alice opened the door and found that it led into a small passage, not",Alice's Adventures in Wonderland
11,much larger than a rat-hole: she knelt down and looked along the passage,Alice's Adventures in Wonderland
11,into the loveliest garden you ever saw. How she longed to get out of,Alice's Adventures in Wonderland
11,"that dark hall, and wander about among those beds of bright flowers and",Alice's Adventures in Wonderland
11,"those cool fountains, but she could not even get her head through the",Alice's Adventures in Wonderland
11,"doorway; 'and even if my head would go through,' thought poor Alice, 'it",Alice's Adventures in Wonderland
11,"would be of very little use without my shoulders. Oh, how I wish I could",Alice's Adventures in Wonderland
11,"shut up like a telescope! I think I could, if I only knew how to begin.'",Alice's Adventures in Wonderland
11,"For, you see, so many out-of-the-way things had happened lately,",Alice's Adventures in Wonderland
11,that Alice had begun to think that very few things indeed were really,Alice's Adventures in Wonderland
11,impossible.,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"There seemed to be no use in waiting by the little door, so she went",Alice's Adventures in Wonderland
11,"back to the table, half hoping she might find another key on it, or at",Alice's Adventures in Wonderland
11,any rate a book of rules for shutting people up like telescopes: this,Alice's Adventures in Wonderland
11,"time she found a little bottle on it, ('which certainly was not here",Alice's Adventures in Wonderland
11,"before,' said Alice,) and round the neck of the bottle was a paper",Alice's Adventures in Wonderland
11,"label, with the words 'DRINK ME' beautifully printed on it in large",Alice's Adventures in Wonderland
11,letters.,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"It was all very well to say 'Drink me,' but the wise little Alice was",Alice's Adventures in Wonderland
11,"not going to do THAT in a hurry. 'No, I'll look first,' she said, 'and",Alice's Adventures in Wonderland
11,"see whether it's marked ""poison"" or not'; for she had read several nice",Alice's Adventures in Wonderland
11,"little histories about children who had got burnt, and eaten up by wild",Alice's Adventures in Wonderland
11,"beasts and other unpleasant things, all because they WOULD not remember",Alice's Adventures in Wonderland
11,"the simple rules their friends had taught them: such as, that a red-hot",Alice's Adventures in Wonderland
11,poker will burn you if you hold it too long; and that if you cut your,Alice's Adventures in Wonderland
11,"finger VERY deeply with a knife, it usually bleeds; and she had never",Alice's Adventures in Wonderland
11,"forgotten that, if you drink much from a bottle marked 'poison,' it is",Alice's Adventures in Wonderland
11,"almost certain to disagree with you, sooner or later.",Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"However, this bottle was NOT marked 'poison,' so Alice ventured to taste",Alice's Adventures in Wonderland
11,"it, and finding it very nice, (it had, in fact, a sort of mixed flavour",Alice's Adventures in Wonderland
11,"of cherry-tart, custard, pine-apple, roast turkey, toffee, and hot",Alice's Adventures in Wonderland
11,"buttered toast,) she very soon finished it off.",Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,  *    *    *    *    *    *    *,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,    *    *    *    *    *    *,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,  *    *    *    *    *    *    *,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,'What a curious feeling!' said Alice; 'I must be shutting up like a,Alice's Adventures in Wonderland
11,telescope.',Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"And so it was indeed: she was now only ten inches high, and her face",Alice's Adventures in Wonderland
11,brightened up at the thought that she was now the right size for going,Alice's Adventures in Wonderland
11,"through the little door into that lovely garden. First, however, she",Alice's Adventures in Wonderland
11,waited for a few minutes to see if she was going to shrink any further:,Alice's Adventures in Wonderland
11,"she felt a little nervous about this; 'for it might end, you know,' said",Alice's Adventures in Wonderland
11,"Alice to herself, 'in my going out altogether, like a candle. I wonder",Alice's Adventures in Wonderland
11,what I should be like then?' And she tried to fancy what the flame of a,Alice's Adventures in Wonderland
11,"candle is like after the candle is blown out, for she could not remember",Alice's Adventures in Wonderland
11,ever having seen such a thing.,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"After a while, finding that nothing more happened, she decided on going",Alice's Adventures in Wonderland
11,"into the garden at once; but, alas for poor Alice! when she got to the",Alice's Adventures in Wonderland
11,"door, she found she had forgotten the little golden key, and when she",Alice's Adventures in Wonderland
11,"went back to the table for it, she found she could not possibly reach",Alice's Adventures in Wonderland
11,"it: she could see it quite plainly through the glass, and she tried her",Alice's Adventures in Wonderland
11,"best to climb up one of the legs of the table, but it was too slippery;",Alice's Adventures in Wonderland
11,"and when she had tired herself out with trying, the poor little thing",Alice's Adventures in Wonderland
11,sat down and cried.,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"'Come, there's no use in crying like that!' said Alice to herself,",Alice's Adventures in Wonderland
11,rather sharply; 'I advise you to leave off this minute!' She generally,Alice's Adventures in Wonderland
11,"gave herself very good advice, (though she very seldom followed it),",Alice's Adventures in Wonderland
11,and sometimes she scolded herself so severely as to bring tears into,Alice's Adventures in Wonderland
11,her eyes; and once she remembered trying to box her own ears for having,Alice's Adventures in Wonderland
11,"cheated herself in a game of croquet she was playing against herself,",Alice's Adventures in Wonderland
11,for this curious child was very fond of pretending to be two people.,Alice's Adventures in Wonderland
11,"'But it's no use now,' thought poor Alice, 'to pretend to be two people!",Alice's Adventures in Wonderland
11,"Why, there's hardly enough of me left to make ONE respectable person!'",Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,Soon her eye fell on a little glass box that was lying under the table:,Alice's Adventures in Wonderland
11,"she opened it, and found in it a very small cake, on which the words",Alice's Adventures in Wonderland
11,"'EAT ME' were beautifully marked in currants. 'Well, I'll eat it,' said",Alice's Adventures in Wonderland
11,"Alice, 'and if it makes me grow larger, I can reach the key; and if it",Alice's Adventures in Wonderland
11,"makes me grow smaller, I can creep under the door; so either way I'll",Alice's Adventures in Wonderland
11,"get into the garden, and I don't care which happens!'",Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"She ate a little bit, and said anxiously to herself, 'Which way? Which",Alice's Adventures in Wonderland
11,"way?', holding her hand on the top of her head to feel which way it was",Alice's Adventures in Wonderland
11,"growing, and she was quite surprised to find that she remained the same",Alice's Adventures in Wonderland
11,"size: to be sure, this generally happens when one eats cake, but Alice",Alice's Adventures in Wonderland
11,had got so much into the way of expecting nothing but out-of-the-way,Alice's Adventures in Wonderland
11,"things to happen, that it seemed quite dull and stupid for life to go on",Alice's Adventures in Wonderland
11,in the common way.,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"So she set to work, and very soon finished off the cake.",Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,  *    *    *    *    *    *    *,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,    *    *    *    *    *    *,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,  *    *    *    *    *    *    *,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,CHAPTER II. The Pool of Tears,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"'Curiouser and curiouser!' cried Alice (she was so much surprised, that",Alice's Adventures in Wonderland
11,for the moment she quite forgot how to speak good English); 'now I'm,Alice's Adventures in Wonderland
11,"opening out like the largest telescope that ever was! Good-bye, feet!'",Alice's Adventures in Wonderland
11,"(for when she looked down at her feet, they seemed to be almost out of",Alice's Adventures in Wonderland
11,"sight, they were getting so far off). 'Oh, my poor little feet, I wonder",Alice's Adventures in Wonderland
11,"who will put on your shoes and stockings for you now, dears? I'm sure",Alice's Adventures in Wonderland
11,_I_ shan't be able! I shall be a great deal too far off to trouble,Alice's Adventures in Wonderland
11,myself about you: you must manage the best way you can;--but I must be,Alice's Adventures in Wonderland
11,"kind to them,' thought Alice, 'or perhaps they won't walk the way I want",Alice's Adventures in Wonderland
11,to go! Let me see: I'll give them a new pair of boots every Christmas.',Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,And she went on planning to herself how she would manage it. 'They must,Alice's Adventures in Wonderland
11,"go by the carrier,' she thought; 'and how funny it'll seem, sending",Alice's Adventures in Wonderland
11,presents to one's own feet! And how odd the directions will look!,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"     ALICE'S RIGHT FOOT, ESQ.",Alice's Adventures in Wonderland
11,"       HEARTHRUG,",Alice's Adventures in Wonderland
11,"         NEAR THE FENDER,",Alice's Adventures in Wonderland
11,           (WITH ALICE'S LOVE).,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"Oh dear, what nonsense I'm talking!'",Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,Just then her head struck against the roof of the hall: in fact she was,Alice's Adventures in Wonderland
11,"now more than nine feet high, and she at once took up the little golden",Alice's Adventures in Wonderland
11,key and hurried off to the garden door.,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"Poor Alice! It was as much as she could do, lying down on one side, to",Alice's Adventures in Wonderland
11,look through into the garden with one eye; but to get through was more,Alice's Adventures in Wonderland
11,hopeless than ever: she sat down and began to cry again.,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"'You ought to be ashamed of yourself,' said Alice, 'a great girl like",Alice's Adventures in Wonderland
11,"you,' (she might well say this), 'to go on crying in this way! Stop this",Alice's Adventures in Wonderland
11,"moment, I tell you!' But she went on all the same, shedding gallons of",Alice's Adventures in Wonderland
11,"tears, until there was a large pool all round her, about four inches",Alice's Adventures in Wonderland
11,deep and reaching half down the hall.,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"After a time she heard a little pattering of feet in the distance, and",Alice's Adventures in Wonderland
11,she hastily dried her eyes to see what was coming. It was the White,Alice's Adventures in Wonderland
11,"Rabbit returning, splendidly dressed, with a pair of white kid gloves in",Alice's Adventures in Wonderland
11,one hand and a large fan in the other: he came trotting along in a great,Alice's Adventures in Wonderland
11,"hurry, muttering to himself as he came, 'Oh! the Duchess, the Duchess!",Alice's Adventures in Wonderland
11,Oh! won't she be savage if I've kept her waiting!' Alice felt so,Alice's Adventures in Wonderland
11,"desperate that she was ready to ask help of any one; so, when the Rabbit",Alice's Adventures in Wonderland
11,"came near her, she began, in a low, timid voice, 'If you please, sir--'",Alice's Adventures in Wonderland
11,"The Rabbit started violently, dropped the white kid gloves and the fan,",Alice's Adventures in Wonderland
11,and skurried away into the darkness as hard as he could go.,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"Alice took up the fan and gloves, and, as the hall was very hot, she",Alice's Adventures in Wonderland
11,"kept fanning herself all the time she went on talking: 'Dear, dear! How",Alice's Adventures in Wonderland
11,queer everything is to-day! And yesterday things went on just as usual.,Alice's Adventures in Wonderland
11,I wonder if I've been changed in the night? Let me think: was I the,Alice's Adventures in Wonderland
11,same when I got up this morning? I almost think I can remember feeling a,Alice's Adventures in Wonderland
11,"little different. But if I'm not the same, the next question is, Who",Alice's Adventures in Wonderland
11,"in the world am I? Ah, THAT'S the great puzzle!' And she began thinking",Alice's Adventures in Wonderland
11,"over all the children she knew that were of the same age as herself, to",Alice's Adventures in Wonderland
11,see if she could have been changed for any of them.,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"'I'm sure I'm not Ada,' she said, 'for her hair goes in such long",Alice's Adventures in Wonderland
11,"ringlets, and mine doesn't go in ringlets at all; and I'm sure I can't",Alice's Adventures in Wonderland
11,"be Mabel, for I know all sorts of things, and she, oh! she knows such a",Alice's Adventures in Wonderland
11,"very little! Besides, SHE'S she, and I'm I, and--oh dear, how puzzling",Alice's Adventures in Wonderland
11,it all is! I'll try if I know all the things I used to know. Let me,Alice's Adventures in Wonderland
11,"see: four times five is twelve, and four times six is thirteen, and",Alice's Adventures in Wonderland
11,four times seven is--oh dear! I shall never get to twenty at that rate!,Alice's Adventures in Wonderland
11,"However, the Multiplication Table doesn't signify: let's try Geography.",Alice's Adventures in Wonderland
11,"London is the capital of Paris, and Paris is the capital of Rome, and",Alice's Adventures in Wonderland
11,"Rome--no, THAT'S all wrong, I'm certain! I must have been changed for",Alice's Adventures in Wonderland
11,"Mabel! I'll try and say ""How doth the little--""' and she crossed her",Alice's Adventures in Wonderland
11,"hands on her lap as if she were saying lessons, and began to repeat it,",Alice's Adventures in Wonderland
11,"but her voice sounded hoarse and strange, and the words did not come the",Alice's Adventures in Wonderland
11,same as they used to do:--,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,     'How doth the little crocodile,Alice's Adventures in Wonderland
11,"      Improve his shining tail,",Alice's Adventures in Wonderland
11,     And pour the waters of the Nile,Alice's Adventures in Wonderland
11,      On every golden scale!,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"     'How cheerfully he seems to grin,",Alice's Adventures in Wonderland
11,"      How neatly spread his claws,",Alice's Adventures in Wonderland
11,     And welcome little fishes in,Alice's Adventures in Wonderland
11,      With gently smiling jaws!',Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"'I'm sure those are not the right words,' said poor Alice, and her eyes",Alice's Adventures in Wonderland
11,"filled with tears again as she went on, 'I must be Mabel after all, and",Alice's Adventures in Wonderland
11,"I shall have to go and live in that poky little house, and have next to",Alice's Adventures in Wonderland
11,"no toys to play with, and oh! ever so many lessons to learn! No, I've",Alice's Adventures in Wonderland
11,"made up my mind about it; if I'm Mabel, I'll stay down here! It'll be no",Alice's Adventures in Wonderland
11,"use their putting their heads down and saying ""Come up again, dear!"" I",Alice's Adventures in Wonderland
11,"shall only look up and say ""Who am I then? Tell me that first, and then,",Alice's Adventures in Wonderland
11,"if I like being that person, I'll come up: if not, I'll stay down here",Alice's Adventures in Wonderland
11,"till I'm somebody else""--but, oh dear!' cried Alice, with a sudden burst",Alice's Adventures in Wonderland
11,"of tears, 'I do wish they WOULD put their heads down! I am so VERY tired",Alice's Adventures in Wonderland
11,of being all alone here!',Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"As she said this she looked down at her hands, and was surprised to see",Alice's Adventures in Wonderland
11,that she had put on one of the Rabbit's little white kid gloves while,Alice's Adventures in Wonderland
11,she was talking. 'How CAN I have done that?' she thought. 'I must,Alice's Adventures in Wonderland
11,be growing small again.' She got up and went to the table to measure,Alice's Adventures in Wonderland
11,"herself by it, and found that, as nearly as she could guess, she was now",Alice's Adventures in Wonderland
11,"about two feet high, and was going on shrinking rapidly: she soon found",Alice's Adventures in Wonderland
11,"out that the cause of this was the fan she was holding, and she dropped",Alice's Adventures in Wonderland
11,"it hastily, just in time to avoid shrinking away altogether.",Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"'That WAS a narrow escape!' said Alice, a good deal frightened at the",Alice's Adventures in Wonderland
11,"sudden change, but very glad to find herself still in existence; 'and",Alice's Adventures in Wonderland
11,now for the garden!' and she ran with all speed back to the little door:,Alice's Adventures in Wonderland
11,"but, alas! the little door was shut again, and the little golden key was",Alice's Adventures in Wonderland
11,"lying on the glass table as before, 'and things are worse than ever,'",Alice's Adventures in Wonderland
11,"thought the poor child, 'for I never was so small as this before, never!",Alice's Adventures in Wonderland
11,"And I declare it's too bad, that it is!'",Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"As she said these words her foot slipped, and in another moment, splash!",Alice's Adventures in Wonderland
11,she was up to her chin in salt water. Her first idea was that she,Alice's Adventures in Wonderland
11,"had somehow fallen into the sea, 'and in that case I can go back by",Alice's Adventures in Wonderland
11,"railway,' she said to herself. (Alice had been to the seaside once in",Alice's Adventures in Wonderland
11,"her life, and had come to the general conclusion, that wherever you go",Alice's Adventures in Wonderland
11,to on the English coast you find a number of bathing machines in the,Alice's Adventures in Wonderland
11,"sea, some children digging in the sand with wooden spades, then a row",Alice's Adventures in Wonderland
11,"of lodging houses, and behind them a railway station.) However, she soon",Alice's Adventures in Wonderland
11,made out that she was in the pool of tears which she had wept when she,Alice's Adventures in Wonderland
11,was nine feet high.,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"'I wish I hadn't cried so much!' said Alice, as she swam about, trying",Alice's Adventures in Wonderland
11,"to find her way out. 'I shall be punished for it now, I suppose, by",Alice's Adventures in Wonderland
11,"being drowned in my own tears! That WILL be a queer thing, to be sure!",Alice's Adventures in Wonderland
11,"However, everything is queer to-day.'",Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,Just then she heard something splashing about in the pool a little way,Alice's Adventures in Wonderland
11,"off, and she swam nearer to make out what it was: at first she thought",Alice's Adventures in Wonderland
11,"it must be a walrus or hippopotamus, but then she remembered how small",Alice's Adventures in Wonderland
11,"she was now, and she soon made out that it was only a mouse that had",Alice's Adventures in Wonderland
11,slipped in like herself.,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"'Would it be of any use, now,' thought Alice, 'to speak to this mouse?",Alice's Adventures in Wonderland
11,"Everything is so out-of-the-way down here, that I should think very",Alice's Adventures in Wonderland
11,"likely it can talk: at any rate, there's no harm in trying.' So she",Alice's Adventures in Wonderland
11,"began: 'O Mouse, do you know the way out of this pool? I am very tired",Alice's Adventures in Wonderland
11,"of swimming about here, O Mouse!' (Alice thought this must be the right",Alice's Adventures in Wonderland
11,"way of speaking to a mouse: she had never done such a thing before, but",Alice's Adventures in Wonderland
11,"she remembered having seen in her brother's Latin Grammar, 'A mouse--of",Alice's Adventures in Wonderland
11,a mouse--to a mouse--a mouse--O mouse!') The Mouse looked at her rather,Alice's Adventures in Wonderland
11,"inquisitively, and seemed to her to wink with one of its little eyes,",Alice's Adventures in Wonderland
11,but it said nothing.,Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"'Perhaps it doesn't understand English,' thought Alice; 'I daresay it's",Alice's Adventures in Wonderland
11,"a French mouse, come over with William the Conqueror.' (For, with all",Alice's Adventures in Wonderland
11,"her knowledge of history, Alice had no very clear notion how long ago",Alice's Adventures in Wonderland
11,anything had happened.) So she began again: 'Ou est ma chatte?' which,Alice's Adventures in Wonderland
11,was the first sentence in her French lesson-book. The Mouse gave a,Alice's Adventures in Wonderland
11,"sudden leap out of the water, and seemed to quiver all over with fright.",Alice's Adventures in Wonderland
11,"'Oh, I beg your pardon!' cried Alice hastily, afraid that she had hurt",Alice's Adventures in Wonderland
11,the poor animal's feelings. 'I quite forgot you didn't like cats.',Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"'Not like cats!' cried the Mouse, in a shrill, passionate voice. 'Would",Alice's Adventures in Wonderland
11,YOU like cats if you were me?',Alice's Adventures in Wonderland
11,,Alice's Adventures in Wonderland
11,"'Well, perhaps not,' said Alice in a soothing tone: 'don't be angry",Alice's Adventures in Wonderland
11,about it. And yet I wish I could show you our cat Dinah: I think you'd,Alice's Adventures in Wonderland
11,take a fancy to cats if you could only see her. She is such a dear quiet,Alice's Adventures in Wonderland
11,"thing,' Alice went on, half to herself, as she swam lazily about in the",Alice's Adventures in Wonderland
